"","Channel Label","Well Label","Plate","Date","Cell Line","Diff Name","Experiment","Drug","Dose Label","Channel ID","Well ID","Compound ID","Compound Name","Dose [pM]","T Detection Timestamp [µs]","Manually Changed","Mean Slope [V/s]","Mean RR Interval [µs]","RR Interval CV","Mean Peak-to-Peak Amplitude [pV]","Active Channel","Max-Min difference [pV]","Mean Conduction Velocity [cm/s]","Differentiation Method","Culture Age","Dissociation Enzyme","Timepoint","Project","Expanded","Medium","MEA Type","Date of plating","FourScore","cFPD","FPD","RR","norm_cFPD","norm_FPD","norm_RR","norm_cond_vel","norm_PtPA","Variant","Disease"
"75",23,"C6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","30 nM",150,17,"NIFE","Nifedipine",30000,304583,TRUE,-24.089,2028372.414,0.031,4783961503.932,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,213.861107838996,304.583,2.028372414,0.959937611323987,0.90393855486406,0.886730822141114,NA,0.995117937412851,"WT","Healthy"
"76",23,"C6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","300 nM",150,17,"NIFE","Nifedipine",3e+05,242523,TRUE,-22.802,1524000,0.015,4626070904.354,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,196.45380657076,242.523,1.524,0.88180314654039,0.719757472154705,0.666237503338013,NA,0.962274912304936,"WT","Healthy"
"77",23,"C6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","Control",150,17,"NIFE","Nifedipine",0,332404,TRUE,-24.735,2116592.857,0.026,4811284027.158,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,228.479678070101,332.404,2.116592857,1.02555456959386,0.986505456282961,0.925297598839075,NA,1.00080133033632,"WT","Healthy"
"78",24,"C2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","1 µM",247,13,"NIFE","Nifedipine",1e+06,79200,FALSE,-8.196,994492.437,0.143,1511553466.4,TRUE,NA,50.374,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,79.4190045471478,79.2,0.994492437,0.407888131899572,0.246959775491113,0.366581298454406,0.872503680609682,1.00245535607341,"WT","Healthy"
"79",24,"C2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","1 pM",247,13,"NIFE","Nifedipine",0,320700,FALSE,-8.527,2712883.721,0.092,1507851154.909,TRUE,NA,57.735,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,194.707809166416,320.7,2.712883721,1,1,1,1,1,"WT","Healthy"
"80",24,"C2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","100 nM",247,13,"NIFE","Nifedipine",1e+05,295600,FALSE,-9.516,1989136.667,0.032,1673848383.738,TRUE,NA,52.624,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,209.590753105787,295.6,1.989136667,1.07643732423002,0.921733707514811,0.733218549546525,0.91147484195029,1.11008860409635,"WT","Healthy"
"81",24,"C2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","2 µM",247,13,"NIFE","Nifedipine",2e+06,111800,FALSE,-6.707,1000168.067,0.041,1336997192,FALSE,NA,44.869,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,111.790606238769,111.8,1.000168067,0.574145468111258,0.348612410352354,0.368673400654019,0.777154239196328,0.886690432041145,"WT","Healthy"
"82",24,"C2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","30 nM",247,13,"NIFE","Nifedipine",30000,336900,FALSE,-8.201,2477704.255,0.03,1559655384.5,TRUE,NA,49.917,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,214.030801413337,336.9,2.477704255,1.09924097204754,1.05051449953227,0.91331015620776,0.864588204728501,1.03435632848928,"WT","Healthy"
"83",24,"C2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","300 nM",247,13,"NIFE","Nifedipine",3e+05,274100,FALSE,-10.292,1633023.288,0.045,1810530298.541,TRUE,NA,51.204,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,214.4928631809,274.1,1.633023288,1.10161407546615,0.854692859370128,0.601951080821868,0.886879709015329,1.20073542580552,"WT","Healthy"
"84",24,"C2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","Control",247,13,"NIFE","Nifedipine",0,321400,FALSE,-7.772,2408628.571,0.013,1404035400.24,TRUE,NA,57.794,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,207.090871435352,321.4,2.408628571,1.06359817986731,1.00218272528843,0.88784806822172,1.00102191045293,0.931149865601114,"WT","Healthy"
"85",31,"B2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","1 nM",42,7,"Dofetilide","Dofetilide",1000,426200,FALSE,-6.83,2563358.696,0.032,1399991433.702,TRUE,NA,40.022,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,266.200431004529,426.2,2.563358696,1.06604356476488,1.02872314747767,0.931208900760877,0.99246143926995,1.00124824674926,"WT","Healthy"
"86",31,"B2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","1 pM",42,7,"Dofetilide","Dofetilide",0,414300,FALSE,-6.886,2752721.429,0.066,1398246077.581,TRUE,NA,40.326,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,249.70877345265,414.3,2.752721429,1,1,1,1,1,"WT","Healthy"
"87",31,"B2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","10 nM",42,7,"Dofetilide","Dofetilide",10000,480000,FALSE,-6.697,2073722.807,0.013,1374223658.069,TRUE,NA,36.386,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,333.32346309595,480,2.073722807,1.33484882604317,1.15858073859522,0.753335511960371,0.902296285275009,0.982819605291824,"WT","Healthy"
"88",31,"B2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","100 nM",42,7,"Dofetilide","Dofetilide",1e+05,556500,FALSE,-6.236,1869598.413,0.006,1294582116.375,TRUE,NA,26.788,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,406.996808145242,556.5,1.869598413,1.62988589675011,1.34322954380883,0.679181842849671,0.664286068541388,0.925861432498819,"WT","Healthy"
"89",31,"B2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","3 nM",42,7,"Dofetilide","Dofetilide",3000,441100,FALSE,-6.751,2237936.538,0.015,1383159177.962,TRUE,NA,39.857,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,294.858175774512,441.1,2.237936538,1.18080823391824,1.06468742457157,0.812990560695054,0.988369786242127,0.989210125555939,"WT","Healthy"
"90",31,"B2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","30 nM",42,7,"Dofetilide","Dofetilide",30000,516100,FALSE,-6.236,1904703.226,0.068,1310174445.905,TRUE,NA,32.26,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,373.955737085442,516.1,1.904703226,1.49756747396123,1.24571566497707,0.691934609123138,0.799980161682289,0.937012781163408,"WT","Healthy"
"91",31,"B2",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","Control",42,7,"Dofetilide","Dofetilide",0,399600,FALSE,-6.538,2311880.392,0.033,1337678817.231,TRUE,NA,40.735,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,262.810552212633,399.6,2.311880392,1.05246823561235,0.964518464880521,0.839852651868174,1.01014233992957,0.956683404072348,"WT","Healthy"
"92",32,"B6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","1 nM",139,11,"Dofetilide","Dofetilide",1000,406600,FALSE,-6.357,2325186.275,0.026,1434131844,TRUE,NA,43.306,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,266.648103350051,406.6,2.325186275,1.03482940735875,1.04176274660518,1.01344485540102,1.00723339923247,0.957365227857417,"WT","Healthy"
"93",32,"B6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","1 pM",139,11,"Dofetilide","Dofetilide",0,390300,FALSE,-6.66,2294339.216,0.031,1497998676.231,TRUE,NA,42.995,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,257.673488455098,390.3,2.294339216,1,1,1,1,1,"WT","Healthy"
"94",32,"B6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","10 nM",139,11,"Dofetilide","Dofetilide",10000,444000,FALSE,-6.869,2065119.298,0.024,1537511899.034,TRUE,NA,41.435,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,308.965791715125,444,2.065119298,1.19905929619517,1.13758647194466,0.900093274611926,0.963716711245494,1.02637734160247,"WT","Healthy"
"95",32,"B6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","100 nM",139,11,"Dofetilide","Dofetilide",1e+05,516500,FALSE,-6.285,1902159.677,0.007,1451555133.905,TRUE,NA,40.157,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,374.495704219363,516.5,1.902159677,1.45337305154939,1.32334101972841,0.829066453528291,0.933992324688917,0.968996272785198,"WT","Healthy"
"96",32,"B6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","3 nM",139,11,"Dofetilide","Dofetilide",3000,421200,FALSE,-6.817,2178320.37,0.026,1525058287.855,TRUE,NA,41.945,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,285.382597277646,421.2,2.17832037,1.10753573830463,1.07916986933128,0.949432566382983,0.975578555646005,1.0180638421471,"WT","Healthy"
"97",32,"B6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","30 nM",139,11,"Dofetilide","Dofetilide",30000,498800,FALSE,-6.446,1948831.667,0.008,1462437881.311,TRUE,NA,41.11,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,357.305154029781,498.8,1.948831667,1.38665858164933,1.27799128875224,0.849408689617237,0.956157692754972,0.976261130610962,"WT","Healthy"
"98",32,"B6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","Control",139,11,"Dofetilide","Dofetilide",0,384100,FALSE,-6.586,2228503.774,0.016,1403043942.889,TRUE,NA,45.614,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,257.298716746398,384.1,2.228503774,0.998545555808059,0.984114783499872,0.97130527101621,1.06091405977439,0.936612271526896,"WT","Healthy"
"99",33,"B1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","1 nM",22,6,"Dofetilide","Dofetilide",1000,436100,FALSE,-20.507,2498325.532,0.042,3939251953.25,TRUE,NA,41.951,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,275.906272241801,436.1,2.498325532,1.0001132560871,1.05287300820859,1.10829051590383,0.974652664838994,1.15750470949361,"WT","Healthy"
"100",33,"B1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","1 pM",22,6,"Dofetilide","Dofetilide",0,414200,FALSE,-16.668,2254215.385,0.128,3403227581.66,TRUE,NA,43.042,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,275.875027715633,414.2,2.254215385,1,1,1,1,1,"WT","Healthy"
"101",33,"B1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","10 nM",22,6,"Dofetilide","Dofetilide",10000,469600,FALSE,-21.246,2091908.929,0.028,4092542396.211,TRUE,NA,40.481,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,324.680870300959,469.6,2.091908929,1.17691286880679,1.13375181071946,0.927998692103683,0.940499976766879,1.20254737539908,"WT","Healthy"
"102",33,"B1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","100 nM",22,6,"Dofetilide","Dofetilide",1e+05,525300,FALSE,-18.103,1903248.387,0.009,3569998609.714,TRUE,NA,39.934,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,380.767318553108,525.3,1.903248387,1.38021669342829,1.2682279092226,0.84430636028154,0.92779145950467,1.04900378362961,"WT","Healthy"
"103",33,"B1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","3 nM",22,6,"Dofetilide","Dofetilide",3000,454300,FALSE,-20.948,2244562.264,0.019,4060248763.111,TRUE,NA,40.827,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,303.233311145195,454.3,2.244562264,1.09916911891627,1.09681313375181,0.995717746820364,0.948538636680452,1.19305825593084,"WT","Healthy"
"104",33,"B1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","30 nM",22,6,"Dofetilide","Dofetilide",30000,511300,FALSE,-19.659,1967840,0.017,3861777359.016,TRUE,NA,40.309,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,364.486041149759,511.3,1.96784,1.32119983518575,1.23442781265089,0.872960061001447,0.93650387993123,1.13473967472147,"WT","Healthy"
"105",33,"B1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","Control",22,6,"Dofetilide","Dofetilide",0,418100,FALSE,-18.426,2370898,0.027,3532401842.353,TRUE,NA,43.603,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,271.533696821348,418.1,2.370898,0.984263414741693,1.00941574118783,1.0517619637309,1.01303378095813,1.03795639803495,"WT","Healthy"
"106",34,"A3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","1 nM",59,2,"DMSO","DMSO",1000,370700,FALSE,-24.979,2569951.111,0.018,4680068503.565,TRUE,NA,42.278,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,231.238506207817,370.7,2.569951111,1.03179489851356,1.0454032712916,1.02655200836712,0.988173148840688,0.942147170463638,"WT","Healthy"
"107",34,"A3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","1 pM",59,2,"DMSO","DMSO",0,354600,FALSE,-26.934,2503478.723,0.135,4967449513.5,TRUE,NA,42.784,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,224.112860551014,354.6,2.503478723,1,1,1,1,1,"WT","Healthy"
"108",34,"A3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","10 nM",59,2,"DMSO","DMSO",10000,375500,FALSE,-18.676,1918037.705,0.021,3668393552.129,TRUE,NA,43.267,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,271.1323705449,375.5,1.918037705,1.20980281933969,1.05893965031021,0.766148993949329,1.01128926701571,0.738486328277607,"WT","Healthy"
"109",34,"A3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","100 nM",59,2,"DMSO","DMSO",1e+05,380400,FALSE,-17.299,1674749.296,0.031,3735533345.667,TRUE,NA,42.82,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,293.944681258182,380.4,1.674749296,1.31159220642437,1.07275803722504,0.668968855462488,1.00084143605086,0.75200227712732,"WT","Healthy"
"110",34,"A3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","3 nM",59,2,"DMSO","DMSO",3000,377100,FALSE,-13.929,2102087.5,0.032,3047749108.632,TRUE,NA,54.459,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,260.094481387986,377.1,2.1020875,1.16055134341022,1.06345177664975,0.839666612976443,1.27288238593867,0.613544053210638,"WT","Healthy"
"111",34,"A3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","30 nM",59,2,"DMSO","DMSO",30000,379400,FALSE,-20.048,1857717.188,0.015,3959458874.585,TRUE,NA,42.085,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,278.360448072956,379.4,1.857717188,1.24205477270946,1.06993795826283,0.742054314635371,0.983662116679132,0.797080848798646,"WT","Healthy"
"112",34,"A3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","Control",59,2,"DMSO","DMSO",0,340200,FALSE,-27.278,2158298.182,0.024,5055843309.857,TRUE,NA,43.386,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,231.56802242507,340.2,2.158298182,1.03326521224943,0.959390862944162,0.862119642628175,1.01407068062827,1.01779460387404,"WT","Healthy"
"113",34,"A6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","1 nM",131,5,"DMSO","DMSO",1000,440400,FALSE,-23.651,2296128.846,0.033,4819939313.208,TRUE,NA,42.614,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,290.63584960216,440.4,2.296128846,1.06027869767662,1.02347199628166,0.931776721879238,0.995282137518684,0.995995805578746,"WT","Healthy"
"114",34,"A6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","1 pM",131,5,"DMSO","DMSO",0,430300,FALSE,-24.191,2464247.917,0.052,4839316878.857,TRUE,NA,42.816,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,274.112693425821,430.3,2.464247917,1,1,1,1,1,"WT","Healthy"
"115",34,"A6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","10 nM",131,5,"DMSO","DMSO",10000,449900,FALSE,-23.376,2088287.5,0.048,4755241627.579,TRUE,NA,42.61,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,311.329911870427,449.9,2.0882875,1.13577342216251,1.0455496165466,0.8474340124602,0.995188714499253,0.982626628224053,"WT","Healthy"
"116",34,"A6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","100 nM",131,5,"DMSO","DMSO",1e+05,455100,FALSE,-22.121,1785243.939,0.031,4550383756.478,TRUE,NA,42.462,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,340.610515708684,455.1,1.785243939,1.24259300600707,1.05763420869161,0.724457927582779,0.991732062780269,0.940294647031412,"WT","Healthy"
"117",34,"A6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","3 nM",131,5,"DMSO","DMSO",3000,450800,FALSE,-23.509,2253721.154,0.047,4766133770.264,TRUE,NA,42.23,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,300.285123207978,450.8,2.253721154,1.09548054654112,1.04764118057169,0.914567539431545,0.986313527653214,0.984877388601532,"WT","Healthy"
"118",34,"A6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","30 nM",131,5,"DMSO","DMSO",30000,447700,FALSE,-21.244,1869401.587,0.04,4439725941.938,TRUE,NA,42.383,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,327.443060501692,447.7,1.869401587,1.19455635712945,1.04043690448524,0.75860938102195,0.989886958146487,0.917428234826941,"WT","Healthy"
"119",34,"A6",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","Control",131,5,"DMSO","DMSO",0,418300,FALSE,-22.71,2022201.724,0.022,4587016754.847,TRUE,NA,44.234,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,294.154587902703,418.3,2.022201724,1.07311552860395,0.97211247966535,0.820616184779756,1.03311846038864,0.947864516764277,"WT","Healthy"
"120",34,"C3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","1 µM",220,14,"NIFE","Nifedipine",1e+06,241453,TRUE,-10.619,1476372.5,0.009,2891002246.074,TRUE,NA,28.607,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,198.716821623037,241.453,1.4763725,1.06537699421634,0.75054397831547,0.496301583749435,1.02545076531527,1.01612577740402,"WT","Healthy"
"121",34,"C3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","1 pM",220,14,"NIFE","Nifedipine",0,321704,TRUE,-12.809,2974748.718,0.097,2845122435,TRUE,NA,27.897,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,186.522538689891,321.704,2.974748718,1,1,1,1,1,"WT","Healthy"
"122",34,"C3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","100 nM",220,14,"NIFE","Nifedipine",1e+05,242523,TRUE,-9.863,1804143.077,0.056,2540762285.273,TRUE,NA,30.283,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,180.558294437573,242.523,1.804143077,0.968024002384859,0.75387001715863,0.606485874280155,1.08552890991863,0.893023883266732,"WT","Healthy"
"123",34,"C3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","2 µM",220,14,"NIFE","Nifedipine",2e+06,95300,FALSE,-8.448,831123.077,0.067,2363878083.333,TRUE,NA,26.655,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,104.534640515035,95.3,0.831123077,0.560439726208274,0.296235048367443,0.279392700287904,0.955479083772449,0.830852849864438,"WT","Healthy"
"124",34,"C3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","30 nM",220,14,"NIFE","Nifedipine",30000,301084,TRUE,-18.911,2014012.069,0.079,3943627943.39,TRUE,NA,33.37,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,212.156646873939,301.084,2.014012069,1.1374316925134,0.935903812200035,0.677036032258238,1.19618596981754,1.38610131320763,"WT","Healthy"
"125",34,"C3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","300 nM",220,14,"NIFE","Nifedipine",3e+05,253223,TRUE,-13.852,1610372.973,0.04,3165291877.44,TRUE,NA,35.013,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,199.544569465266,253.223,1.610372973,1.0698147841373,0.787130405590232,0.541347564335685,1.25508119152597,1.11253274674627,"WT","Healthy"
"126",34,"C3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","Control",220,14,"NIFE","Nifedipine",0,314382,TRUE,-15.775,2380530.612,0.023,3438240050.88,TRUE,NA,23.201,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,203.760870425859,314.382,2.380530612,1.09241956418269,0.97723994728073,0.800245949379043,0.831666487435925,1.20846822216985,"WT","Healthy"
"127",34,"C4",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","1 µM",196,15,"NIFE","Nifedipine",1e+06,139700,FALSE,-30.599,1011551.282,0.101,5671182197.492,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,138.900066512474,139.7,1.011551282,0.648162729292181,0.407526254375729,0.395314802352619,NA,0.869635731067984,"WT","Healthy"
"128",34,"C4",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","1 pM",196,15,"NIFE","Nifedipine",0,342800,FALSE,-36.131,2558850,0.044,6521330707.66,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,214.298138777832,342.8,2.55885,1,1,1,NA,1,"WT","Healthy"
"129",34,"C4",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","100 nM",196,15,"NIFE","Nifedipine",1e+05,324200,FALSE,-27.335,1909838.71,0.037,5206788784.19,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,234.592792342166,324.2,1.90983871,1.09470289233531,0.945740956826138,0.746366027707759,NA,0.798424281423739,"WT","Healthy"
"130",34,"C4",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","2 µM",196,15,"NIFE","Nifedipine",2e+06,109700,FALSE,-33.499,849189.286,0.037,6155108090.894,FALSE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,119.043140209824,109.7,0.849189286,0.555502445745636,0.320011668611435,0.331863644215175,NA,0.943842348566094,"WT","Healthy"
