Channel Label,Well Label,Plate,Date,Cell Line,Diff Name,Experiment,Drug,Dose Label,Channel ID,Well ID,Compound ID,Compound Name,Dose [pM],T Detection Timestamp [µs],Manually Changed,Mean Slope [V/s],Mean RR Interval [µs],RR Interval CV,Mean Peak-to-Peak Amplitude [pV],Active Channel,Max-Min difference [pV],Mean Conduction Velocity [cm/s],Differentiation Method,Culture Age,Timepoint,Project,Expanded,Medium,MEA Type,Date of plating,T wave missing,cFPD,FPD,RR,norm_cFPD,norm_FPD,norm_RR,norm_cond_vel,norm_PtPA,Variant Risk Level,Symptoms,Variant,Disease,norm_slope,norm_RRCV,FourScore
23,A5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,3 µM,97,4,Chlorpromazine,Chlorpromazine,3000000,335300,FALSE,-42.713,1066889.189,0.014,11405842727.143,TRUE,NA,32.484,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,324.618970619027,335.3,1.066889189,1.2574508885531,1.12857623695725,0.805526327046873,0.903111012260558,0.683333166559434,Low Risk,No,KCNQ1-p.R190W,LQT1,0.6816847010756807,0.6666666666666666,3
23,A5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,30 nM,97,4,Chlorpromazine,Chlorpromazine,30000,313100,FALSE,-62.295,1282105.376,0.013,16339538101.404,TRUE,NA,34.397,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,276.51659921511,313.1,1.282105376,1.07112052853741,1.05385392123864,0.968019589161223,0.956295699074203,0.978914805162115,Low Risk,No,KCNQ1-p.R190W,LQT1,0.9942066455999234,0.619047619047619,3
23,A5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,300 nM,97,4,Chlorpromazine,Chlorpromazine,300000,341546,TRUE,-57.293,1208977.551,0.013,15065210826.182,TRUE,NA,33.556,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,310.627631418432,341.546,1.208977551,1.20325374204534,1.14959946146079,0.912806368440156,0.932914454113264,0.902568838183432,Low Risk,No,KCNQ1-p.R190W,LQT1,0.914376456318427,0.619047619047619,3
23,A5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,Control,97,4,Chlorpromazine,Chlorpromazine,0,252000,FALSE,-60.304,1049631.532,0.009,15732854178.964,TRUE,NA,37.467,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,245.969980296978,252,1.049631532,0.952794501479743,0.848199259508583,0.79249639179214,1.04164697378298,0.942567885803402,Low Risk,No,KCNQ1-p.R190W,LQT1,0.962430974496473,0.4285714285714285,3
23,B5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556__after_E4031__CARIPLO_002,HMR1556 (after E4031),Vehicle,109,10,HMR1556 (after E4031),HMR1556 (after E4031),0,317000,FALSE,-35.458,1355318.182,0.01,8779288805.933,TRUE,NA,55.149,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,272.294349965046,317,1.355318182,1,1,1,1,1,Low Risk,No,KCNQ1-p.R190W,LQT1,1,1,3
23,B5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556__after_E4031__CARIPLO_002,HMR1556 (after E4031),1 µM,109,10,HMR1556 (after E4031),HMR1556 (after E4031),1000000,488100,FALSE,-30.193,1320471.91,0.009,7285257181.733,TRUE,NA,30.113,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,424.7605985789,488.1,1.32047191,1.55993173796454,1.5397476340694,0.974289231515674,0.546029846416073,0.829823160255266,Low Risk,No,KCNQ1-p.R190W,LQT1,0.8515144678210842,0.8999999999999999,3
23,B5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556__after_E4031__CARIPLO_002,HMR1556 (after E4031),E4031,109,10,HMR1556 (after E4031),HMR1556 (after E4031),10,473700,FALSE,-29.886,1386067.059,0.023,6790252630.605,TRUE,NA,22.125,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,402.356724121533,473.7,1.386067059,1.4776535913183,1.49432176656151,1.02268757064457,0.401185878257085,0.773439942654145,Low Risk,No,KCNQ1-p.R190W,LQT1,0.8428563370748491,2.3,3
23,B5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556__after_E4031__CARIPLO_002,HMR1556 (after E4031),10 µM,109,10,HMR1556 (after E4031),HMR1556 (after E4031),10000000,338500,FALSE,-29.024,926671.875,0.015,8329803620.558,TRUE,NA,30.492,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,351.637903390809,338.5,0.926671875,1.29138890849534,1.06782334384858,0.683730128693869,0.552902137844748,0.948801640393554,Low Risk,No,KCNQ1-p.R190W,LQT1,0.8185458852727171,1.5,3
23,B5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556__after_E4031__CARIPLO_002,HMR1556 (after E4031),3 µM,109,10,HMR1556 (after E4031),HMR1556 (after E4031),3000000,469100,FALSE,-33.268,1237370.833,0.027,8280954543.835,TRUE,NA,91.513,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,421.711549788359,469.1,1.237370833,1.54873411748166,1.47981072555205,0.912974421382034,1.65937732325155,0.943237513526013,Low Risk,No,KCNQ1-p.R190W,LQT1,0.9382367871848385,2.6999999999999997,3
23,B5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556__after_E4031__CARIPLO_002,HMR1556 (after E4031),300 nM,109,10,HMR1556 (after E4031),HMR1556 (after E4031),300000,480900,FALSE,-27.845,1345252.273,0.009,6597872816.494,TRUE,NA,47.541,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,414.622541902574,480.9,1.345252273,1.5226997620619,1.51703470031546,0.992573028877141,0.86204645596475,0.751527027113539,Low Risk,No,KCNQ1-p.R190W,LQT1,0.7852952789215409,0.8999999999999999,3
23,B5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556__after_E4031__CARIPLO_002,HMR1556 (after E4031),Control,109,10,HMR1556 (after E4031),HMR1556 (after E4031),0,277600,FALSE,-34.91,1176375.758,0.003,9970594074.48,TRUE,NA,32.146,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,255.944869650017,277.6,1.176375758,0.93995659360127,0.875709779179811,0.867970173811185,0.582893615478069,1.1356949628701,Low Risk,No,KCNQ1-p.R190W,LQT1,0.9845450956060691,0.3,3
23,D2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,Vehicle,258,19,TTX,Tetrodotoxin,0,309800,FALSE,-35.864,1233600,0.012,7915068323.381,TRUE,NA,38.953,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,278.929361748911,309.8,1.2336,1,1,1,1,1,Low Risk,No,KCNQ1-p.R190W,LQT1,1,1,3
23,D2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,1 µM,258,19,TTX,Tetrodotoxin,1000000,344300,FALSE,-16.658,1413535.714,0.095,5414343213.176,TRUE,NA,35.268,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,289.590045963623,344.3,1.413535714,1.03822001437163,1.11136216914138,1.14586228437095,0.905398813955279,0.684055145447337,Low Risk,No,KCNQ1-p.R190W,LQT1,0.4644769127816195,7.916666666666667,3
23,D2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,10 µM,258,19,TTX,Tetrodotoxin,10000000,315200,FALSE,-0.474,1747325.373,0.188,535589272.588,TRUE,NA,NA,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,238.451092814107,315.2,1.747325373,0.854879856745801,1.01743060038735,1.4164440442607,NA,0.0676670435055977,Low Risk,No,KCNQ1-p.R190W,LQT1,0.013216596029444569,15.666666666666666,3
23,D2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,100 nM,258,19,TTX,Tetrodotoxin,100000,335900,FALSE,-26.915,1319924.444,0.03,7337890359.297,TRUE,NA,39.478,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,292.371790889395,335.9,1.319924444,1.04819295127698,1.08424790187218,1.06997766212711,1.01347778091546,0.927078587258808,Low Risk,No,KCNQ1-p.R190W,LQT1,0.750474012937765,2.5,3
23,D2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,30 µM,258,19,TTX,Tetrodotoxin,30000000,299700,FALSE,-0.133,1710670,0.042,183336041.311,TRUE,NA,NA,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,229.14143225239,299.7,1.71067,0.82150344738056,0.96739832149774,1.38672989623865,NA,0.0231629132965824,Low Risk,No,KCNQ1-p.R190W,LQT1,0.0037084541601606073,3.5,3
23,D2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,300 nM,258,19,TTX,Tetrodotoxin,300000,345200,FALSE,-23.872,1348693.182,0.058,6768611488.18,TRUE,NA,33.741,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,297.244759080932,345.2,1.348693182,1.06566321027367,1.11426726920594,1.09329862354086,0.866197725464021,0.855155156170367,Low Risk,No,KCNQ1-p.R190W,LQT1,0.6656256970778497,4.833333333333333,3
23,D2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,Control,258,19,TTX,Tetrodotoxin,0,288500,FALSE,-40.123,1197460,0.005,8732207892.119,TRUE,NA,36.603,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,263.642432446792,288.5,1.19746,0.94519426278299,0.931245965138799,0.970703631647211,0.939670885426026,1.10323847316948,Low Risk,No,KCNQ1-p.R190W,LQT1,1.118754182467098,0.4166666666666667,3
24,A2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_E4031_CARIPLO_002,E4031,Vehicle,24,1,E4031,E4031,0,291000,FALSE,-48.928,1178746.535,0.014,12293321493.882,TRUE,NA,36.876,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,268.029609996177,291,1.178746535,1,1,1,1,1,Low Risk,No,KCNQ1-p.R190W,LQT1,1,1,3
24,A2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_E4031_CARIPLO_002,E4031,10 nM,24,1,E4031,E4031,10000,405200,FALSE,-37.806,1261113.83,0.019,8988603806.779,TRUE,NA,39.491,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,360.821404343713,405.2,1.26111383,1.34619978870566,1.39243986254296,1.06987701982937,1.0709133311639,0.731177803431916,Low Risk,No,KCNQ1-p.R190W,LQT1,0.7726863963374755,1.357142857142857,3
24,A2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_E4031_CARIPLO_002,E4031,100 nM,24,1,E4031,E4031,100000,508300,FALSE,-42.402,1243713.542,0.081,12352567689.155,TRUE,NA,37.612,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,455.784894852863,508.3,1.243713542,1.7005020260984,1.746735395189,1.05511533232206,1.01995878077883,1.00481938061268,Low Risk,No,KCNQ1-p.R190W,LQT1,0.8666203400915632,5.785714285714286,3
24,A2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_E4031_CARIPLO_002,E4031,30 nM,24,1,E4031,E4031,30000,465200,FALSE,-44.351,1326828.889,0.015,13068634837.319,TRUE,NA,32.894,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,403.861307194777,465.2,1.326828889,1.50677869956434,1.59862542955326,1.12562696865107,0.89201648768847,1.06306784897986,Low Risk,No,KCNQ1-p.R190W,LQT1,0.9064543819489863,1.0714285714285714,3
24,A2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_E4031_CARIPLO_002,E4031,300 nM,24,1,E4031,E4031,300000,578300,FALSE,-35.752,1364512.644,0.011,11054852768.455,TRUE,NA,31.884,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,495.067492324057,578.3,1.364512644,1.84706268957045,1.9872852233677,1.15759631395226,0.864627399934917,0.899256785398206,Low Risk,No,KCNQ1-p.R190W,LQT1,0.7307063440156967,0.7857142857142857,3
24,A2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_E4031_CARIPLO_002,E4031,500 nM,24,1,E4031,E4031,500000,591000,FALSE,-27.642,1347507.955,0.019,7618568546.427,TRUE,NA,37.236,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,509.121939039325,591,1.347507955,1.8994988615123,2.03092783505155,1.14317023633923,1.00976244712008,0.61973231158223,Low Risk,No,KCNQ1-p.R190W,LQT1,0.5649525833878352,1.357142857142857,3
24,A2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_E4031_CARIPLO_002,E4031,Control,24,1,E4031,E4031,0,271100,FALSE,-40.31,1144677.67,0.005,9185995972.269,TRUE,NA,41.249,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,253.389090196386,271.1,1.14467767,0.945377229776963,0.931615120274914,0.9710973784538,1.11858661460028,0.747234665329511,Low Risk,No,KCNQ1-p.R190W,LQT1,0.8238636363636365,0.35714285714285715,3
24,A6,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,Vehicle,120,5,Chlorpromazine,Chlorpromazine,0,290400,FALSE,-77.675,1237820.833,0.017,16388117342.103,TRUE,NA,35.674,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,261.016353520437,290.4,1.237820833,1,1,1,1,1,Low Risk,No,KCNQ1-p.R190W,LQT1,1,1,3
24,A6,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,1 µM,120,5,Chlorpromazine,Chlorpromazine,1000000,346518,TRUE,-62.833,1126437.736,0.017,14297606426.131,TRUE,NA,32.869,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,326.491743890952,346.518,1.126437736,1.25084784722268,1.19324380165289,0.910016785926885,0.921371306834109,0.872437396417633,Low Risk,No,KCNQ1-p.R190W,LQT1,0.8089217895075635,1,3
24,A6,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,100 nM,120,5,Chlorpromazine,Chlorpromazine,100000,319800,FALSE,-71.346,1229459.375,0.011,15071264049.031,TRUE,NA,34.098,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,288.417340533347,319.8,1.229459375,1.10497804694358,1.10123966942149,0.993245017552552,0.955822167404833,0.91964584670816,Low Risk,No,KCNQ1-p.R190W,LQT1,0.9185194721596396,0.6470588235294117,3
24,A6,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,3 µM,120,5,Chlorpromazine,Chlorpromazine,3000000,338218,TRUE,-43.763,1048085.088,0.02,9530316793.043,TRUE,NA,56.406,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,330.368358983259,338.218,1.048085088,1.26569984802654,1.16466253443526,0.846717925614361,1.58115153893592,0.581538232494741,Low Risk,No,KCNQ1-p.R190W,LQT1,0.5634116511103959,1.1764705882352942,3
24,A6,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,30 nM,120,5,Chlorpromazine,Chlorpromazine,30000,307700,FALSE,-73.37,1212988.776,0.041,15580114730.667,TRUE,NA,35.041,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,279.382439449191,307.7,1.212988776,1.07036373652855,1.05957300275482,0.979938892335641,0.982255984750799,0.950695824628974,Low Risk,No,KCNQ1-p.R190W,LQT1,0.944576762149984,2.411764705882353,3
24,A6,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,300 nM,120,5,Chlorpromazine,Chlorpromazine,300000,332900,FALSE,-67.718,1205402.02,0.025,14429168179.56,TRUE,NA,35.048,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,303.213014194502,332.9,1.20540202,1.16166290006331,1.14634986225895,0.973809769446658,0.982452206088468,0.880465271168749,Low Risk,No,KCNQ1-p.R190W,LQT1,0.87181203733505,1.4705882352941175,3
24,A6,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_Chlorpromazine_CARIPLO_002,Chlorpromazine,Control,120,5,Chlorpromazine,Chlorpromazine,0,269400,FALSE,-81.631,1154785.149,0.012,16959361614.235,TRUE,NA,35.066,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,250.695764350932,269.4,1.154785149,0.96045999022549,0.927685950413223,0.93291784902444,0.982956775242474,1.0348572236949,Low Risk,No,KCNQ1-p.R190W,LQT1,1.0509301577084005,0.7058823529411764,3
24,C2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556_CARIPLO_002,HMR1556,Vehicle,247,13,HMR1556,HMR1556,0,308200,FALSE,-19.671,1378076.744,0.018,5534940482.069,TRUE,NA,53.383,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,262.54027299883103,308.2,1.378076744,1,1,1,1,1,Low Risk,No,KCNQ1-p.R190W,LQT1,1,1,3
24,C2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556_CARIPLO_002,HMR1556,1 µM,247,13,HMR1556,HMR1556,1000000,346000,FALSE,-17.914,1301617.391,0.017,6222572359.871,TRUE,NA,40.033,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,303.273474943093,346,1.301617391,1.15515029933881,1.12264763140818,0.944517347576689,0.749920386639942,1.12423473748808,Low Risk,No,KCNQ1-p.R190W,LQT1,0.9106806974734382,0.9444444444444445,3
24,C2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556_CARIPLO_002,HMR1556,10 µM,247,13,HMR1556,HMR1556,10000000,244500,FALSE,-21.015,974180.328,0.013,7136740667.317,TRUE,NA,45.31,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,247.718924461865,244.5,0.974180328,0.943546381026915,0.793316028552888,0.7069129729106,0.848772080999569,1.2893979059824,Low Risk,No,KCNQ1-p.R190W,LQT1,1.068323928625896,0.7222222222222222,3
24,C2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556_CARIPLO_002,HMR1556,3 µM,247,13,HMR1556,HMR1556,3000000,346000,FALSE,-19.874,1225744.33,0.028,6254099318.204,TRUE,NA,36.067,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,312.518803059942,346,1.22574433,1.19036519422426,1.12264763140818,0.889460137352118,0.675627072288931,1.12993072616856,Low Risk,No,KCNQ1-p.R190W,LQT1,1.0103197600528697,1.5555555555555558,3
24,C2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556_CARIPLO_002,HMR1556,300 nM,247,13,HMR1556,HMR1556,300000,341400,FALSE,-18.964,1356501.149,0.016,6278733449.591,TRUE,NA,54.63,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,293.12538724334,341.4,1.356501149,1.11649684787463,1.10772225827385,0.984343691239303,1.02335949646891,1.13438138493658,Low Risk,No,KCNQ1-p.R190W,LQT1,0.9640587667124193,0.888888888888889,3
24,C2,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_HMR1556_CARIPLO_002,HMR1556,Control,247,13,HMR1556,HMR1556,0,267800,FALSE,-18.887,1168967.327,0.004,5535833695.765,TRUE,NA,40.654,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,247.690520820498,267.8,1.168967327,0.943438193277116,0.868916288124595,0.848259962363896,0.761553303486129,1.00016137729013,Low Risk,No,KCNQ1-p.R190W,LQT1,0.9601443749682274,0.22222222222222224,3
24,D3,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,Vehicle,235,20,TTX,Tetrodotoxin,0,292000,FALSE,-52.724,1210878.571,0.034,13951670234.303,TRUE,NA,34.876,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,265.358225728283,292,1.210878571,1,1,1,1,1,Low Risk,No,KCNQ1-p.R190W,LQT1,1,1,3
24,D3,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,1 µM,235,20,TTX,Tetrodotoxin,1000000,336900,FALSE,-27.637,1377340.23,0.081,9080750000.864,TRUE,NA,27.678,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,287.065098905675,336.9,1.37734023,1.08180214921854,1.15376712328767,1.13747180186906,0.793611652712467,0.65087189192138,Low Risk,No,KCNQ1-p.R190W,LQT1,0.5241825354677188,2.3823529411764706,3
24,D3,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,10 µM,235,20,TTX,Tetrodotoxin,10000000,327700,FALSE,-11.491,1437412.048,0.044,4896401190.714,TRUE,NA,39.846,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,273.329055756392,327.7,1.437412048,1.03003799865722,1.1222602739726,1.18708191095736,1.1425048744122,0.350954481326201,Low Risk,No,KCNQ1-p.R190W,LQT1,0.21794628632121996,1.2941176470588234,3
24,D3,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,100 nM,235,20,TTX,Tetrodotoxin,100000,315700,FALSE,-53.529,1255947.872,0.057,14084309756.463,TRUE,NA,32.56,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,281.701250379385,315.7,1.255947872,1.06158853604876,1.08116438356164,1.03722033082374,0.933593301984173,1.00950707119165,Low Risk,No,KCNQ1-p.R190W,LQT1,1.0152681890600108,1.6764705882352942,3
24,D3,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,30 µM,235,20,TTX,Tetrodotoxin,30000000,308500,FALSE,-1.844,1543032.468,0.027,1200186908.154,FALSE,NA,28.274,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,248.351985354939,308.5,1.543032468,0.935912141684433,1.05650684931507,1.27430817999008,0.810700768436747,0.0860246040795243,Low Risk,No,KCNQ1-p.R190W,LQT1,0.03497458462939079,0.7941176470588235,3
24,D3,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,300 nM,235,20,TTX,Tetrodotoxin,300000,333100,FALSE,-36.335,1347343.182,0.068,10543477465.079,TRUE,NA,32.721,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,286.969352740817,333.1,1.347343182,1.08144133068881,1.14075342465753,1.1126988405512,0.938209657070765,0.755714354483217,Low Risk,No,KCNQ1-p.R190W,LQT1,0.6891548440937714,2,3
24,D3,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_TTX_CARIPLO_001,Tetrodotoxin,Control,235,20,TTX,Tetrodotoxin,0,266000,FALSE,-53.685,1143926.923,0.002,12885247215.086,TRUE,NA,36.871,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,248.703842882886,266,1.143926923,0.937238113498503,0.910958904109589,0.944708206418495,1.0572026608556,0.923563057232031,Low Risk,No,KCNQ1-p.R190W,LQT1,1.0182269933995904,0.058823529411764705,3
24,D5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_MOXI_CARIPLO_001,Moxifloxacin,Vehicle,187,22,MOXI,Moxifloxacin,0,312700,FALSE,-41.549,1349460.227,0.02,10232279623.416,FALSE,NA,35.657,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,269.183128787772,312.7,1.349460227,1,1,1,1,1,Low Risk,No,KCNQ1-p.R190W,LQT1,1,1,3
24,D5,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_MOXI_CARIPLO_001,Moxifloxacin,Control,187,22,MOXI,Moxifloxacin,0,270300,FALSE,-27.262,1115298.131,0.002,7770725801.333,TRUE,NA,34.883,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,255.947303519906,270.3,1.115298131,0.950829662588915,0.864406779661017,0.826477215619338,0.978293182264352,0.759432510381179,Low Risk,No,KCNQ1-p.R190W,LQT1,0.6561409420202653,0.1,3
31,A1,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_E4031_CARIPLO_002,E4031,Vehicle,6,0,E4031,E4031,0,329500,FALSE,-50.4,1376340.698,0.033,10132563532.414,TRUE,NA,30.98,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,280.861650008351,329.5,1.376340698,1,1,1,1,1,Low Risk,No,KCNQ1-p.R190W,LQT1,1,1,3
31,A1,5863,20221017,HDF29c7,2020_HDF29c7_DIFF8_MM,20221017_E4031_CARIPLO_002,E4031,10 nM,6,0,E4031,E4031,10000,359500,FALSE,-31.525,1254982.979,0.034,7058438691.032,TRUE,NA,41.838,Stanford_Expanded,D7+1+14,0,CARIPLO,Yes,RBK1,MWMEA24,20221003,No,320.907581054991,359.5,1.254982979,1.14258241039832,1.09104704097117,0.911825815238663,1.35048418334409,0.696609369233374,Low Risk,No,KCNQ1-p.R190W,LQT1,0.6254960317460317,1.0303030303030303,3
