"","Date","Experiment","Cell Number","File Name","Folder","Cell Line","Condition","Frequency","Good?","Condition 3","variable","value","unique_id_cell"
"436",2021-03-18,"20210318",2,"21318008","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","APD 90 (ms)",285.52,"20210318 Cell_ 2 _ HDF30c03"
"437",2021-03-18,"20210318",2,"21318009","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","Ediast (mV)",-75.4958460235147,"20210318 Cell_ 2 _ HDF30c03"
"438",2021-03-18,"20210318",2,"21318009","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APA (mV)",125.882196169354,"20210318 Cell_ 2 _ HDF30c03"
"439",2021-03-18,"20210318",2,"21318009","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","dV/dt max y (V/s)",194.479360879915,"20210318 Cell_ 2 _ HDF30c03"
"440",2021-03-18,"20210318",2,"21318009","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APD 90 (ms)",234.4,"20210318 Cell_ 2 _ HDF30c03"
"441",2021-03-18,"20210318",2,"21318010","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","Ediast (mV)",-70.4812588593511,"20210318 Cell_ 2 _ HDF30c03"
"442",2021-03-18,"20210318",2,"21318010","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APA (mV)",120.961603141351,"20210318 Cell_ 2 _ HDF30c03"
"443",2021-03-18,"20210318",2,"21318010","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","dV/dt max y (V/s)",176.650992586091,"20210318 Cell_ 2 _ HDF30c03"
"444",2021-03-18,"20210318",2,"21318010","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APD 90 (ms)",211.6,"20210318 Cell_ 2 _ HDF30c03"
"445",2021-03-18,"20210318",2,"21318011","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","Ediast (mV)",-66.3740813200566,"20210318 Cell_ 2 _ HDF30c03"
"446",2021-03-18,"20210318",2,"21318011","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APA (mV)",116.305109221897,"20210318 Cell_ 2 _ HDF30c03"
"447",2021-03-18,"20210318",2,"21318011","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","dV/dt max y (V/s)",143.457024436157,"20210318 Cell_ 2 _ HDF30c03"
"448",2021-03-18,"20210318",2,"21318011","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APD 90 (ms)",184.56,"20210318 Cell_ 2 _ HDF30c03"
"449",2021-03-18,"20210318",2,"21318012","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","Ediast (mV)",-59.0793428970068,"20210318 Cell_ 2 _ HDF30c03"
"450",2021-03-18,"20210318",2,"21318012","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","APA (mV)",104.230707939932,"20210318 Cell_ 2 _ HDF30c03"
"451",2021-03-18,"20210318",2,"21318012","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","dV/dt max y (V/s)",110.211176405875,"20210318 Cell_ 2 _ HDF30c03"
"452",2021-03-18,"20210318",2,"21318012","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","APD 90 (ms)",147.84,"20210318 Cell_ 2 _ HDF30c03"
"453",2021-03-18,"20210318",3,"21318015","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","Ediast (mV)",-56.8397800150991,"20210318 Cell_ 3 _ HDF30c03"
"454",2021-03-18,"20210318",3,"21318015","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APA (mV)",115.936456895658,"20210318 Cell_ 3 _ HDF30c03"
"455",2021-03-18,"20210318",3,"21318015","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","dV/dt max y (V/s)",166.537467675833,"20210318 Cell_ 3 _ HDF30c03"
"456",2021-03-18,"20210318",3,"21318015","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APD 90 (ms)",219.6,"20210318 Cell_ 3 _ HDF30c03"
"457",2021-03-18,"20210318",3,"21318016","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","Ediast (mV)",-63.1520966098114,"20210318 Cell_ 3 _ HDF30c03"
"458",2021-03-18,"20210318",3,"21318016","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","APA (mV)",118.075189704229,"20210318 Cell_ 3 _ HDF30c03"
"459",2021-03-18,"20210318",3,"21318016","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","dV/dt max y (V/s)",152.108757423659,"20210318 Cell_ 3 _ HDF30c03"
"460",2021-03-18,"20210318",3,"21318016","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","APD 90 (ms)",170.36,"20210318 Cell_ 3 _ HDF30c03"
"461",2021-03-18,"20210318",3,"21318017","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","Ediast (mV)",-61.9826020364531,"20210318 Cell_ 3 _ HDF30c03"
"462",2021-03-18,"20210318",3,"21318017","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APA (mV)",113.352228502777,"20210318 Cell_ 3 _ HDF30c03"
"463",2021-03-18,"20210318",3,"21318017","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","dV/dt max y (V/s)",164.59960155694,"20210318 Cell_ 3 _ HDF30c03"
"464",2021-03-18,"20210318",3,"21318017","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APD 90 (ms)",174.96,"20210318 Cell_ 3 _ HDF30c03"
"465",2021-03-18,"20210318",3,"21318020","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","Ediast (mV)",-65.239315748955,"20210318 Cell_ 3 _ HDF30c03"
"466",2021-03-18,"20210318",3,"21318020","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APA (mV)",111.850641660036,"20210318 Cell_ 3 _ HDF30c03"
"467",2021-03-18,"20210318",3,"21318020","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","dV/dt max y (V/s)",156.048576572465,"20210318 Cell_ 3 _ HDF30c03"
"468",2021-03-18,"20210318",3,"21318020","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APD 90 (ms)",139.16,"20210318 Cell_ 3 _ HDF30c03"
"469",2021-03-18,"20210318",3,"21318021","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","Ediast (mV)",-63.9180877843662,"20210318 Cell_ 3 _ HDF30c03"
"470",2021-03-18,"20210318",3,"21318021","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APA (mV)",108.968744824262,"20210318 Cell_ 3 _ HDF30c03"
"471",2021-03-18,"20210318",3,"21318021","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","dV/dt max y (V/s)",167.105094601997,"20210318 Cell_ 3 _ HDF30c03"
"472",2021-03-18,"20210318",3,"21318021","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APD 90 (ms)",128.72,"20210318 Cell_ 3 _ HDF30c03"
"473",2021-03-18,"20210318",4,"21318025","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","Ediast (mV)",-48.1035743753591,"20210318 Cell_ 4 _ HDF30c03"
"474",2021-03-18,"20210318",4,"21318025","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APA (mV)",106.141291345278,"20210318 Cell_ 4 _ HDF30c03"
"475",2021-03-18,"20210318",4,"21318025","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","dV/dt max y (V/s)",16.4428703127558,"20210318 Cell_ 4 _ HDF30c03"
"476",2021-03-18,"20210318",4,"21318025","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APD 90 (ms)",151.84,"20210318 Cell_ 4 _ HDF30c03"
"477",2021-03-18,"20210318",4,"21318026","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","Ediast (mV)",-54.2630589460805,"20210318 Cell_ 4 _ HDF30c03"
"478",2021-03-18,"20210318",4,"21318026","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","APA (mV)",109.297236019597,"20210318 Cell_ 4 _ HDF30c03"
"479",2021-03-18,"20210318",4,"21318026","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","dV/dt max y (V/s)",15.0024406936724,"20210318 Cell_ 4 _ HDF30c03"
"480",2021-03-18,"20210318",4,"21318026","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","APD 90 (ms)",139.56,"20210318 Cell_ 4 _ HDF30c03"
"481",2021-03-18,"20210318",4,"21318027","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","Ediast (mV)",-63.5422333100309,"20210318 Cell_ 4 _ HDF30c03"
"482",2021-03-18,"20210318",4,"21318027","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APA (mV)",113.251703605208,"20210318 Cell_ 4 _ HDF30c03"
"483",2021-03-18,"20210318",4,"21318027","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","dV/dt max y (V/s)",13.8336175070008,"20210318 Cell_ 4 _ HDF30c03"
"484",2021-03-18,"20210318",4,"21318027","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APD 90 (ms)",130.16,"20210318 Cell_ 4 _ HDF30c03"
"485",2021-03-18,"20210318",4,"21318029","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","Ediast (mV)",-74.2363245989638,"20210318 Cell_ 4 _ HDF30c03"
"486",2021-03-18,"20210318",4,"21318029","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APA (mV)",118.483759020761,"20210318 Cell_ 4 _ HDF30c03"
"487",2021-03-18,"20210318",4,"21318029","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","dV/dt max y (V/s)",17.578124165084,"20210318 Cell_ 4 _ HDF30c03"
"488",2021-03-18,"20210318",4,"21318029","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APD 90 (ms)",137,"20210318 Cell_ 4 _ HDF30c03"
"489",2021-03-18,"20210318",4,"21318030","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","Ediast (mV)",-75.8342249136926,"20210318 Cell_ 4 _ HDF30c03"
"490",2021-03-18,"20210318",4,"21318030","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APA (mV)",119.489007996452,"20210318 Cell_ 4 _ HDF30c03"
"491",2021-03-18,"20210318",4,"21318030","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","dV/dt max y (V/s)",9.68933059446898,"20210318 Cell_ 4 _ HDF30c03"
"492",2021-03-18,"20210318",4,"21318030","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APD 90 (ms)",135.28,"20210318 Cell_ 4 _ HDF30c03"
"493",2021-03-18,"20210318",4,"21318031","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","Ediast (mV)",-76.6644861047261,"20210318 Cell_ 4 _ HDF30c03"
"494",2021-03-18,"20210318",4,"21318031","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","APA (mV)",120.902765253521,"20210318 Cell_ 4 _ HDF30c03"
"495",2021-03-18,"20210318",4,"21318031","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","dV/dt max y (V/s)",18.4753409193433,"20210318 Cell_ 4 _ HDF30c03"
"496",2021-03-18,"20210318",4,"21318031","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","APD 90 (ms)",133.16,"20210318 Cell_ 4 _ HDF30c03"
"497",2021-03-18,"20210318",13,"21318083","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","Ediast (mV)",-58.5812960456627,"20210318 Cell_ 13 _ HDF30c03"
"498",2021-03-18,"20210318",13,"21318083","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APA (mV)",116.683710278134,"20210318 Cell_ 13 _ HDF30c03"
"499",2021-03-18,"20210318",13,"21318083","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","dV/dt max y (V/s)",197.402944725427,"20210318 Cell_ 13 _ HDF30c03"
"500",2021-03-18,"20210318",13,"21318083","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APD 90 (ms)",289.48,"20210318 Cell_ 13 _ HDF30c03"
"501",2021-03-18,"20210318",13,"21318084","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","Ediast (mV)",-62.9327973038213,"20210318 Cell_ 13 _ HDF30c03"
"502",2021-03-18,"20210318",13,"21318084","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","APA (mV)",120.817926390363,"20210318 Cell_ 13 _ HDF30c03"
"503",2021-03-18,"20210318",13,"21318084","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","dV/dt max y (V/s)",204.025258864006,"20210318 Cell_ 13 _ HDF30c03"
"504",2021-03-18,"20210318",13,"21318084","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","APD 90 (ms)",269.32,"20210318 Cell_ 13 _ HDF30c03"
"505",2021-03-18,"20210318",13,"21318086","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","Ediast (mV)",-66.4055754591857,"20210318 Cell_ 13 _ HDF30c03"
"506",2021-03-18,"20210318",13,"21318086","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APA (mV)",121.932306220245,"20210318 Cell_ 13 _ HDF30c03"
"507",2021-03-18,"20210318",13,"21318086","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","dV/dt max y (V/s)",177.593985705364,"20210318 Cell_ 13 _ HDF30c03"
"508",2021-03-18,"20210318",13,"21318086","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APD 90 (ms)",234.08,"20210318 Cell_ 13 _ HDF30c03"
"509",2021-03-18,"20210318",13,"21318087","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","Ediast (mV)",-64.1377533012764,"20210318 Cell_ 13 _ HDF30c03"
"510",2021-03-18,"20210318",13,"21318087","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APA (mV)",118.726984106865,"20210318 Cell_ 13 _ HDF30c03"
"511",2021-03-18,"20210318",13,"21318087","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","dV/dt max y (V/s)",147.604363106356,"20210318 Cell_ 13 _ HDF30c03"
"512",2021-03-18,"20210318",13,"21318087","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APD 90 (ms)",189.16,"20210318 Cell_ 13 _ HDF30c03"
"513",2021-03-18,"20210318",13,"21318088","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","Ediast (mV)",-62.1595429460176,"20210318 Cell_ 13 _ HDF30c03"
"514",2021-03-18,"20210318",13,"21318088","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APA (mV)",116.390497401436,"20210318 Cell_ 13 _ HDF30c03"
"515",2021-03-18,"20210318",13,"21318088","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","dV/dt max y (V/s)",126.367181497881,"20210318 Cell_ 13 _ HDF30c03"
"516",2021-03-18,"20210318",13,"21318088","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APD 90 (ms)",162.36,"20210318 Cell_ 13 _ HDF30c03"
"517",2021-03-18,"20210318",13,"21318089","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","Ediast (mV)",-58.8686495476392,"20210318 Cell_ 13 _ HDF30c03"
"518",2021-03-18,"20210318",13,"21318089","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","APA (mV)",111.442499589578,"20210318 Cell_ 13 _ HDF30c03"
"519",2021-03-18,"20210318",13,"21318089","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","dV/dt max y (V/s)",110.397333623596,"20210318 Cell_ 13 _ HDF30c03"
"520",2021-03-18,"20210318",13,"21318089","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","APD 90 (ms)",135.4,"20210318 Cell_ 13 _ HDF30c03"
"521",2021-03-18,"20210318",15,"21318096","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","Ediast (mV)",-62.5764130434049,"20210318 Cell_ 15 _ HDF30c03"
"522",2021-03-18,"20210318",15,"21318096","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APA (mV)",113.873407677241,"20210318 Cell_ 15 _ HDF30c03"
"523",2021-03-18,"20210318",15,"21318096","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","dV/dt max y (V/s)",86.7675740037607,"20210318 Cell_ 15 _ HDF30c03"
"524",2021-03-18,"20210318",15,"21318096","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APD 90 (ms)",184.4,"20210318 Cell_ 15 _ HDF30c03"
"525",2021-03-18,"20210318",15,"21318097","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","Ediast (mV)",-67.7693449256601,"20210318 Cell_ 15 _ HDF30c03"
"526",2021-03-18,"20210318",15,"21318097","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","APA (mV)",119.220148145941,"20210318 Cell_ 15 _ HDF30c03"
"527",2021-03-18,"20210318",15,"21318097","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","dV/dt max y (V/s)",111.773676331661,"20210318 Cell_ 15 _ HDF30c03"
"528",2021-03-18,"20210318",15,"21318097","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","APD 90 (ms)",182.96,"20210318 Cell_ 15 _ HDF30c03"
"529",2021-03-18,"20210318",15,"21318098","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","Ediast (mV)",-71.2144741565565,"20210318 Cell_ 15 _ HDF30c03"
"530",2021-03-18,"20210318",15,"21318098","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APA (mV)",122.520624063395,"20210318 Cell_ 15 _ HDF30c03"
"531",2021-03-18,"20210318",15,"21318098","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","dV/dt max y (V/s)",107.208246861007,"20210318 Cell_ 15 _ HDF30c03"
"532",2021-03-18,"20210318",15,"21318098","HDF30c03_Expanded.Maturated_Tyr_2Hz","Compound JLNS","Expanded.Maturated","2Hz","Yes","Tyr","APD 90 (ms)",172.4,"20210318 Cell_ 15 _ HDF30c03"
"533",2021-03-18,"20210318",15,"21318099","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","Ediast (mV)",-71.7229580191235,"20210318 Cell_ 15 _ HDF30c03"
"534",2021-03-18,"20210318",15,"21318099","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APA (mV)",119.755792651749,"20210318 Cell_ 15 _ HDF30c03"
"535",2021-03-18,"20210318",15,"21318099","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","dV/dt max y (V/s)",84.3017538083817,"20210318 Cell_ 15 _ HDF30c03"
"536",2021-03-18,"20210318",15,"21318099","HDF30c03_Expanded.Maturated_Tyr_3.33Hz","Compound JLNS","Expanded.Maturated","3.33Hz","Yes","Tyr","APD 90 (ms)",150.4,"20210318 Cell_ 15 _ HDF30c03"
"537",2021-03-18,"20210318",15,"21318100","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","Ediast (mV)",-72.1300624919746,"20210318 Cell_ 15 _ HDF30c03"
"538",2021-03-18,"20210318",15,"21318100","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APA (mV)",116.795587714226,"20210318 Cell_ 15 _ HDF30c03"
"539",2021-03-18,"20210318",15,"21318100","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","dV/dt max y (V/s)",60.0677461703728,"20210318 Cell_ 15 _ HDF30c03"
"540",2021-03-18,"20210318",15,"21318100","HDF30c03_Expanded.Maturated_Tyr_4Hz","Compound JLNS","Expanded.Maturated","4Hz","Yes","Tyr","APD 90 (ms)",135.52,"20210318 Cell_ 15 _ HDF30c03"
"541",2021-03-18,"20210318",15,"21318101","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","Ediast (mV)",-70.3967862071133,"20210318 Cell_ 15 _ HDF30c03"
"542",2021-03-18,"20210318",15,"21318101","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","APA (mV)",112.490900418688,"20210318 Cell_ 15 _ HDF30c03"
"543",2021-03-18,"20210318",15,"21318101","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","dV/dt max y (V/s)",69.8547330102035,"20210318 Cell_ 15 _ HDF30c03"
"544",2021-03-18,"20210318",15,"21318101","HDF30c03_Expanded.Maturated_Tyr_5Hz","Compound JLNS","Expanded.Maturated","5Hz","Yes","Tyr","APD 90 (ms)",122.8,"20210318 Cell_ 15 _ HDF30c03"
"545",2021-03-18,"20210318",16,"21318104","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","Ediast (mV)",-57.3480197370527,"20210318 Cell_ 16 _ HDF30c03"
"546",2021-03-18,"20210318",16,"21318104","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APA (mV)",108.634028043286,"20210318 Cell_ 16 _ HDF30c03"
"547",2021-03-18,"20210318",16,"21318104","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","dV/dt max y (V/s)",101.187128982932,"20210318 Cell_ 16 _ HDF30c03"
"548",2021-03-18,"20210318",16,"21318104","HDF30c03_Expanded.Maturated_Tyr_0.5Hz","Compound JLNS","Expanded.Maturated","0.5Hz","Yes","Tyr","APD 90 (ms)",194.88,"20210318 Cell_ 16 _ HDF30c03"
"549",2021-03-18,"20210318",16,"21318105","HDF30c03_Expanded.Maturated_Tyr_1Hz","Compound JLNS","Expanded.Maturated","1Hz","Yes","Tyr","Ediast (mV)",-61.6312226586115,"20210318 Cell_ 16 _ HDF30c03"
