"","Channel Label","Well Label","Plate","Date","Cell Line","Diff Name","Experiment","Drug","Dose Label","Channel ID","Well ID","Compound ID","Compound Name","Dose [pM]","T Detection Timestamp [µs]","Manually Changed","Mean Slope [V/s]","Mean RR Interval [µs]","RR Interval CV","Mean Peak-to-Peak Amplitude [pV]","Active Channel","Max-Min difference [pV]","Mean Conduction Velocity [cm/s]","Differentiation Method","Culture Age","Dissociation Enzyme","Timepoint.x","Project","Expanded","Medium","MEA Type","Date of plating","Timepoint.y","FourScore","cFPD","FPD","RR","norm_cFPD","norm_FPD","norm_RR","norm_cond_vel","norm_PtPA","Variant","Disease"
"1",12,"D6",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_20251014_Plate_7541_CARIPLO_001_10min","ETOH","1 µM",164,23,"ETOH","ETOH",1e+06,404425,TRUE,-26.324,1903448.387,0.025,4735093135.238,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,293.134841887832,404.425,1.903448387,1.04420153291208,0.953891040488332,0.834504891085998,NA,1.07179836226044,"WT","Healthy"
"2",12,"D6",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_20251014_Plate_7541_CARIPLO_001_10min","ETOH","Control",164,23,"ETOH","ETOH",0,423974,TRUE,-23.892,2280931.373,0.011,4417895475.462,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,280.726308713927,423.974,2.280931373,1.00308514917075,1.00308514917075,1,NA,1,"WT","Healthy"
"3",12,"D6",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_20251014_Plate_7541_CARIPLO_001_1min","ETOH","1 µM",164,23,"ETOH","ETOH",1e+06,435703,TRUE,-21.125,3164364.865,0.071,4033749324.316,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,244.932983924454,435.703,3.164364865,0.872497433698141,1.02766443225292,1.38731261381094,NA,0.913047704890341,"WT","Healthy"
"4",12,"D6",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_20251014_Plate_7541_CARIPLO_001_1min","ETOH","Control",164,23,"ETOH","ETOH",0,422670,TRUE,-23.892,2280931.373,0.011,4417895475.462,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,279.862889951072,422.67,2.280931373,1,1,1,NA,1,"WT","Healthy"
"5",13,"B5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_10min","NIFE","1 µM",110,10,"NIFE","Nifedipine",1e+06,262374,TRUE,-7.051,1079798.182,0.027,1447331176.649,TRUE,NA,42.475,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,252.493091821164,262.374,1.079798182,0.988175642939244,0.675177560473495,0.466839623587762,0.99046264341013,0.881476590479754,"WT","Healthy"
"6",13,"B5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_10min","NIFE","Control",110,10,"NIFE","Nifedipine",0,388600,FALSE,-8.547,2312996,0.015,1641939436.941,TRUE,NA,42.884,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,255.514385145281,388.6,2.312996,1,1,1,1,1,"WT","Healthy"
"7",13,"B5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_1min","NIFE","1 µM",110,10,"NIFE","Nifedipine",1e+06,274700,FALSE,-7.556,1523551.948,0.183,1565101700,TRUE,NA,41.075,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,2,222.551243903894,274.7,1.523551948,0.870993011909506,0.706896551724138,0.658691994279281,0.957816435034045,0.953203062663412,"WT","Healthy"
"8",13,"B5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_1min","NIFE","Control",110,10,"NIFE","Nifedipine",0,388600,FALSE,-8.547,2312996,0.015,1641939436.941,TRUE,NA,42.884,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,255.514385145281,388.6,2.312996,1,1,1,1,1,"WT","Healthy"
"9",21,"D2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_10min","RBK","1 pM",262,19,"RBK","RBK",0,404600,FALSE,-17.928,1838453.125,0.013,3281555990.031,TRUE,NA,44.566,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,298.400535285686,404.6,1.838453125,1.02969340153936,0.939837398373984,0.833085519757114,0.953609791586425,1.07579205217533,"WT","Healthy"
"10",21,"D2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_10min","RBK","Control",262,19,"RBK","RBK",0,430500,FALSE,-16.03,2206800,0.01,3050362738.222,TRUE,NA,46.734,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,289.795520530274,430.5,2.2068,1,1,1,1,1,"WT","Healthy"
"11",21,"D2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_1min","RBK","1 pM",262,19,"RBK","RBK",0,434200,FALSE,-18.558,2378002,0.011,3374993521.882,TRUE,NA,44.73,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,281.568269270781,434.2,2.378002,0.971610150341732,1.00859465737515,1.07757930034439,0.957119013994094,1.10642366548485,"WT","Healthy"
"12",21,"D2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_1min","RBK","Control",262,19,"RBK","RBK",0,430500,FALSE,-16.03,2206800,0.01,3050362738.222,TRUE,NA,46.734,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,289.795520530274,430.5,2.2068,1,1,1,1,1,"WT","Healthy"
"13",21,"D3",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_20251014_Plate_7541_CARIPLO_001_10min","Dofetilide","30 nM",238,20,"Dofetilide","Dofetilide",30000,500864,TRUE,-15.1,1912051.613,0.02,3211507986.476,TRUE,NA,41.055,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,362.217986372326,500.864,1.912051613,1.13307365772537,1.03849056603774,0.840018450770811,0.987041400201952,0.952124228706828,"WT","Healthy"
"14",21,"D3",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_20251014_Plate_7541_CARIPLO_001_10min","Dofetilide","Control",238,20,"Dofetilide","Dofetilide",0,482300,FALSE,-16.261,2276201.923,0.023,3372992609.208,TRUE,NA,41.594,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,319.677351867375,482.3,2.276201923,1,1,1,1,1,"WT","Healthy"
"15",21,"D3",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_20251014_Plate_7541_CARIPLO_001_1min","Dofetilide","30 nM",238,20,"Dofetilide","Dofetilide",30000,513895,TRUE,-15.856,2513852.174,0.019,3412644774.383,TRUE,NA,40.871,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,324.11902542975,513.895,2.513852174,1.01389423910211,1.0655090192826,1.10440648898441,0.982617685243064,1.01175578181427,"WT","Healthy"
"16",21,"D3",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_20251014_Plate_7541_CARIPLO_001_1min","Dofetilide","Control",238,20,"Dofetilide","Dofetilide",0,482300,FALSE,-16.261,2276201.923,0.023,3372992609.208,TRUE,NA,41.594,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,319.677351867375,482.3,2.276201923,1,1,1,1,1,"WT","Healthy"
"17",21,"D4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_10min","DMSO","30 nM",214,21,"DMSO","DMSO",30000,426400,FALSE,-26.956,1746486.765,0.012,4635470458.435,TRUE,NA,43.423,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,322.652137517628,426.4,1.746486765,1.1052390398597,0.984302862419206,0.793131251026574,0.978127674911024,1.08796209106482,"WT","Healthy"
"18",21,"D4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_10min","DMSO","Control",214,21,"DMSO","DMSO",0,433200,FALSE,-23.858,2202014.815,0.074,4260691155.055,TRUE,NA,44.394,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,291.929732737803,433.2,2.202014815,1,1,1,1,1,"WT","Healthy"
"19",21,"D4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_1min","DMSO","30 nM",214,21,"DMSO","DMSO",30000,434900,FALSE,-19.67,2246175.472,0.035,3664452816.222,FALSE,NA,43.438,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,290.180060839225,434.9,2.246175472,0.994006530673771,1.0039242843952,1.02005465935069,0.978465558408794,0.860060652806152,"WT","Healthy"
"20",21,"D4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_1min","DMSO","Control",214,21,"DMSO","DMSO",0,433200,FALSE,-23.858,2202014.815,0.074,4260691155.055,TRUE,NA,44.394,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,291.929732737803,433.2,2.202014815,1,1,1,1,1,"WT","Healthy"
"21",22,"C4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_10min","DMSO","30 nM",203,15,"DMSO","DMSO",30000,409638,TRUE,-21.482,1929461.29,0.011,4615398842.286,TRUE,NA,42.667,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,294.905044967454,409.638,1.92946129,1.05778920795584,0.934587243246203,0.780623163295566,1.00395303418904,0.967007075986485,"WT","Healthy"
"22",22,"C4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_10min","DMSO","Control",203,15,"DMSO","DMSO",0,438309,TRUE,-22.53,2471693.617,0.024,4772869772,TRUE,NA,42.499,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,278.793773607649,438.309,2.471693617,0.991425016964488,0.991425016964488,1,1,1,"WT","Healthy"
"23",22,"C4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_1min","DMSO","30 nM",203,15,"DMSO","DMSO",30000,441400,FALSE,-20.628,2931172.5,0.125,4558016735.415,FALSE,NA,42.311,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,257.817053132286,441.4,2.9311725,0.924759006616541,1.00705210251215,1.18589637479328,0.995576366502741,0.95498451731379,"WT","Healthy"
"24",22,"C4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_1min","DMSO","Control",203,15,"DMSO","DMSO",0,442100,FALSE,-22.53,2471693.617,0.024,4772869772,TRUE,NA,42.499,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,281.205102591874,442.1,2.471693617,1,1,1,1,1,"WT","Healthy"
"25",23,"A1",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_No_drop_20251014_Plate_7541_CARIPLO_001_10min","No drop","1 pM",1,0,"No drop",NA,0,478709,TRUE,-33.365,1951111.475,0.017,6635350889.226,TRUE,NA,44.61,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,342.712978148488,478.709,1.951111475,1.10904043596034,1.01379944217725,0.835620977385131,0.99716118648993,1.0696204894478,"WT","Healthy"
"26",23,"A1",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_No_drop_20251014_Plate_7541_CARIPLO_001_10min","No drop","Control",1,0,"No drop",NA,0,472193,TRUE,-29.918,2334924,0.01,6203462774.588,TRUE,NA,44.737,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,309.017567832617,472.193,2.334924,0.99724812881207,0.99724812881207,1,1,1,"WT","Healthy"
"27",23,"A1",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_No_drop_20251014_Plate_7541_CARIPLO_001_1min","No drop","1 pM",1,0,"No drop",NA,0,496954,TRUE,-27.753,2428136.735,0.056,5907992586.96,TRUE,NA,44.374,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,318.91843254143,496.954,2.428136735,1.03203981177593,1.05243830382915,1.03992110021568,0.991885910990902,0.952370119985507,"WT","Healthy"
"28",23,"A1",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_No_drop_20251014_Plate_7541_CARIPLO_001_1min","No drop","Control",1,0,"No drop",NA,0,473496,TRUE,-29.918,2334924,0.01,6203462774.588,TRUE,NA,44.737,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,309.870290958301,473.496,2.334924,1,1,1,1,1,"WT","Healthy"
"29",23,"C6",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_20251014_Plate_7541_CARIPLO_001_10min","ETOH","1 µM",150,17,"ETOH","ETOH",1e+06,410941,TRUE,-19.329,1833876.563,0.023,3554814654.462,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,303.455087749938,410.941,1.833876563,1.05480163095851,0.948845059755805,0.809187222133226,NA,0.955581380963633,"WT","Healthy"
"30",23,"C6",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_20251014_Plate_7541_CARIPLO_001_10min","ETOH","Control",150,17,"ETOH","ETOH",0,433096,TRUE,-20.31,2266319.231,0.023,3720054330.566,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,287.689247763283,433.096,2.266319231,1.00910791799379,1.00910791799379,1,NA,1,"WT","Healthy"
"31",23,"C6",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_20251014_Plate_7541_CARIPLO_001_1min","ETOH","1 µM",150,17,"ETOH","ETOH",1e+06,435703,TRUE,-18.039,2953874.359,0.073,3366079276.2,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,253.50967632706,435.703,2.953874359,0.881192739381258,1.00601945065297,1.303379646872,NA,0.904846805204551,"WT","Healthy"
"32",23,"C6",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_20251014_Plate_7541_CARIPLO_001_1min","ETOH","Control",150,17,"ETOH","ETOH",0,429187,TRUE,-20.31,2266319.231,0.023,3720054330.566,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,285.092647310942,429.187,2.266319231,1,1,1,NA,1,"WT","Healthy"
"33",23,"D5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_10min","NIFE","1 µM",186,22,"NIFE","Nifedipine",1e+06,291045,TRUE,-41.639,1150157.282,0.047,6865266663.692,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,271.382304482872,291.045,1.150157282,0.925417532904489,0.672010362598592,0.527322731938403,NA,1.04172782599343,"WT","Healthy"
"34",23,"D5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_10min","NIFE","Control",186,22,"NIFE","Nifedipine",0,433096,TRUE,-39.578,2181125.926,0.021,6590269062.982,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,293.253904138945,433.096,2.181125926,1.01838566393198,1.01838566393198,1,NA,1,"WT","Healthy"
"35",23,"D5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_1min","NIFE","1 µM",186,22,"NIFE","Nifedipine",1e+06,333800,FALSE,-36.548,1648479.167,0.12,6337605955.233,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,2,259.982790457688,333.8,1.648479167,0.886545027323852,0.770729815098731,0.755792752426345,NA,0.961661184796198,"WT","Healthy"
"36",23,"D5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_1min","NIFE","Control",186,22,"NIFE","Nifedipine",0,425277,TRUE,-39.578,2181125.926,0.021,6590269062.982,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,287.959576145931,425.277,2.181125926,1,1,1,NA,1,"WT","Healthy"
"37",24,"A2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_10min","RBK","1 pM",24,1,"RBK","RBK",0,412700,FALSE,-20.049,1922198.361,0.017,3956570239.935,TRUE,NA,48.378,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,297.670205700646,412.7,1.922198361,1.03604791587383,0.953337953337953,0.84670881904678,0.8486921740961,1.561673872623,"WT","Healthy"
"38",24,"A2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_10min","RBK","Control",24,1,"RBK","RBK",0,432900,FALSE,-13.233,2270200,0.011,2533544493.057,TRUE,NA,57.003,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,287.313164902787,432.9,2.2702,1,1,1,1,1,"WT","Healthy"
"39",24,"A2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_1min","RBK","1 pM",24,1,"RBK","RBK",0,443522,TRUE,-18.331,2944250,0.093,3576834586.244,TRUE,NA,47.804,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,258.480523821837,443.522,2.94425,0.899647337459438,1.02453684453684,1.29691216632896,0.838622528638844,1.41179071298967,"WT","Healthy"
"40",24,"A2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_1min","RBK","Control",24,1,"RBK","RBK",0,432900,FALSE,-13.233,2270200,0.011,2533544493.057,TRUE,NA,57.003,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,287.313164902787,432.9,2.2702,1,1,1,1,1,"WT","Healthy"
"41",24,"A4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_10min","DMSO","30 nM",72,3,"DMSO","DMSO",30000,423200,FALSE,-17.134,1916931.148,0.018,3372457769.419,TRUE,NA,45.971,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,305.662669647101,423.2,1.916931148,1.08447371014057,0.989055419355291,0.831769894577289,0.955301109679564,0.902497069810346,"WT","Healthy"
"42",24,"A4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_10min","DMSO","Control",72,3,"DMSO","DMSO",0,427883,TRUE,-18.739,2304641.176,0.018,3736807444.846,TRUE,NA,48.122,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,281.85346199631,427.883,2.304641176,0.986360073766713,0.986360073766713,1,1,1,"WT","Healthy"
"43",24,"A4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_1min","DMSO","30 nM",72,3,"DMSO","DMSO",30000,443900,FALSE,-16.708,2594824.444,0.047,3478365049.043,FALSE,NA,44.978,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,275.569504164695,443.9,2.594824444,0.97770487618954,1.03743313008463,1.12591255897964,0.934666057104859,0.930838717376391,"WT","Healthy"
"44",24,"A4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_1min","DMSO","Control",72,3,"DMSO","DMSO",0,433800,FALSE,-18.739,2304641.176,0.018,3736807444.846,TRUE,NA,48.122,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,285.751085726703,433.8,2.304641176,1,1,1,1,1,"WT","Healthy"
"45",24,"C2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_10min","RBK","1 pM",247,13,"RBK","RBK",0,393999,TRUE,-19.657,2001994.915,0.016,3968212791.8,TRUE,NA,41.428,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,278.460523025679,393.999,2.001994915,1.03567040132481,0.952608800773694,0.846030557967749,0.993667849947232,1.01459778558047,"WT","Healthy"
"46",24,"C2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_10min","RBK","Control",247,13,"RBK","RBK",0,413600,FALSE,-19.128,2366338.776,0.013,3911119113.6,TRUE,NA,41.692,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,268.869828344498,413.6,2.366338776,1,1,1,1,1,"WT","Healthy"
"47",24,"C2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_1min","RBK","1 pM",247,13,"RBK","RBK",0,422670,TRUE,-18.765,3549130.303,0.291,3850847899.412,TRUE,NA,40.808,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,2,224.357427478663,422.67,3.549130303,0.834446277814402,1.02192940038685,1.49984031829938,0.978796891489974,0.984589777903102,"WT","Healthy"
"48",24,"C2",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_RBK_20251014_Plate_7541_CARIPLO_001_1min","RBK","Control",247,13,"RBK","RBK",0,413600,FALSE,-19.128,2366338.776,0.013,3911119113.6,TRUE,NA,41.692,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,268.869828344498,413.6,2.366338776,1,1,1,1,1,"WT","Healthy"
"49",24,"C5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_10min","NIFE","1 µM",175,16,"NIFE","Nifedipine",1e+06,271900,FALSE,-5.788,1261311.702,0.044,1332149400,TRUE,NA,31.906,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,242.101787018299,271.9,1.261311702,0.932007256102105,0.67975,0.531936566144637,0.762517027937767,0.475546889561629,"WT","Healthy"
"50",24,"C5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_10min","NIFE","Control",175,16,"NIFE","Nifedipine",0,4e+05,FALSE,-14.691,2371169.388,0.025,2801299786.08,TRUE,NA,41.843,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,259.76384350357,400,2.371169388,1,1,1,1,1,"WT","Healthy"
"51",24,"C5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_1min","NIFE","1 µM",175,16,"NIFE","Nifedipine",1e+06,345300,FALSE,-6.563,2709743.182,0.126,1506758655.733,TRUE,NA,33.025,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,209.764751657932,345.3,2.709743182,0.807520973006581,0.86325,1.14278768767573,0.789259852305045,0.53787840316851,"WT","Healthy"
"52",24,"C5",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_20251014_Plate_7541_CARIPLO_001_1min","NIFE","Control",175,16,"NIFE","Nifedipine",0,4e+05,FALSE,-14.691,2371169.388,0.025,2801299786.08,TRUE,NA,41.843,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,259.76384350357,400,2.371169388,1,1,1,1,1,"WT","Healthy"
"53",31,"B4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_10min","DMSO","30 nM",90,9,"DMSO","DMSO",30000,362400,FALSE,-15.378,1964906.667,0.029,2966947392.59,TRUE,NA,49.649,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,258.533738255489,362.4,1.964906667,1.02504536392304,0.919097134161806,0.803964092698399,1.18934004072344,1.11480136967357,"WT","Healthy"
"54",31,"B4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_10min","DMSO","Control",90,9,"DMSO","DMSO",0,394300,FALSE,-12.724,2444022.917,0.031,2661413479.837,TRUE,NA,41.745,"Stanford_Expanded","D11+15","Tryple",10,"CARIPLO","Yes","RBK1","MWMEA24",20250924,10,3,252.216874837648,394.3,2.444022917,1,1,1,1,1,"WT","Healthy"
"55",31,"B4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_1min","DMSO","30 nM",90,9,"DMSO","DMSO",30000,394800,FALSE,-13.909,2623884.444,0.015,2739897403.826,FALSE,NA,39.581,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,243.727644684755,394.8,2.623884444,0.96634154570999,1.00126806999746,1.07359240608954,0.948161456461852,1.02948956431746,"WT","Healthy"
"56",31,"B4",7541,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_20251014_Plate_7541_CARIPLO_001_1min","DMSO","Control",90,9,"DMSO","DMSO",0,394300,FALSE,-12.724,2444022.917,0.031,2661413479.837,TRUE,NA,41.745,"Stanford_Expanded","D11+15","Tryple",1,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,3,252.216874837648,394.3,2.444022917,1,1,1,1,1,"WT","Healthy"
