"","Channel Label","Well Label","Plate","Date","Cell Line","Diff Name","Experiment","Drug","Dose Label","Channel ID","Well ID","Compound ID","Compound Name","Dose [pM]","T Detection Timestamp [µs]","Manually Changed","Mean Slope [V/s]","Mean RR Interval [µs]","RR Interval CV","Mean Peak-to-Peak Amplitude [pV]","Active Channel","Max-Min difference [pV]","Mean Conduction Velocity [cm/s]","Differentiation Method","Culture Age","Dissociation Enzyme","Timepoint","Project","Expanded","Medium","MEA Type","Date of plating","FourScore","cFPD","FPD","RR","norm_cFPD","norm_FPD","norm_RR","norm_cond_vel","norm_PtPA","Variant","Disease","Variant Risk Level","Symptoms","QTc","norm_slope","norm_RRCV"
"1",21,"A6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","Vehicle",125,5,"Haloperidol","Haloperidol",0,1183600,FALSE,-9.233,4655148,0.089,2694015978.923,TRUE,NA,21.153,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,548.57777667822,1183.6,4.655148,1,1,1,1,1,"WT","Healthy","Low Risk","No",390,1,1
"2",21,"A6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","1 µM",125,5,"Haloperidol","Haloperidol",1e+06,4346860,TRUE,-5.684,7778800,0.041,2399700749.6,FALSE,NA,55.246,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,1558.54501452397,4346.86,7.7788,2.84106480572612,3.67257519432241,1.67101024500188,2.6117335602515,0.890752233236323,"WT","Healthy","Low Risk","No",390,0.615617892342684,0.460674157303371
"3",21,"A6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","3 µM",125,5,"Haloperidol","Haloperidol",3e+06,5309302,TRUE,-2.708,8311323.077,0.049,1285194220.286,FALSE,NA,76.083,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,1841.62985610621,5309.302,8.311323077,3.35709890994446,4.48572321730314,1.78540469110757,3.59679478088214,0.47705515867051,"WT","Healthy","Low Risk","No",390,0.293295786851511,0.550561797752809
"4",21,"A6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","300 nM",125,5,"Haloperidol","Haloperidol",3e+05,1257200,FALSE,-8.032,4631812,0.032,2694809170.615,TRUE,NA,102.912,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,584.156092509729,1257.2,4.631812,1.06485555438819,1.06218316998986,0.994987055191371,4.86512551411147,1.00029442724104,"WT","Healthy","Low Risk","No",390,0.869923101917037,0.359550561797753
"5",21,"A6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","Control",125,5,"Haloperidol","Haloperidol",0,1048500,FALSE,-9.657,4227546.429,0.039,2741210568.414,TRUE,NA,27.754,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,509.946061402812,1048.5,4.227546429,0.929578417285999,0.885856708347415,0.908144365979342,1.31205975511748,1.01751830347713,"WT","Healthy","Low Risk","No",390,1.04592223545976,0.438202247191011
"6",21,"B3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","1 nM",65,8,"Dofetilide","Dofetilide",1000,1194600,FALSE,-9.002,3578757.576,0.021,2723290982.471,TRUE,NA,14.397,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,631.475303353752,1194.6,3.578757576,NA,NA,0.918181381180535,0.993581780538302,0.997516244263529,"WT","Healthy","Low Risk","No",390,0.991300517564145,0.216494845360825
"7",21,"B3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","Vehicle",65,8,"Dofetilide","Dofetilide",0,NA,NA,-9.081,3897658.621,0.097,2730071814,FALSE,NA,14.49,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,NA,NA,3.897658621,NA,NA,1,1,1,"WT","Healthy","Low Risk","No",390,1,1
"8",21,"B3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","10 nM",65,8,"Dofetilide","Dofetilide",10000,3062868,TRUE,-5.284,6797311.765,0.229,2094809070.667,FALSE,NA,19.908,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,1174.78849747613,3062.868,6.797311765,NA,NA,1.74394743766863,1.37391304347826,0.767309145468142,"WT","Healthy","Low Risk","No",390,0.581874242924788,2.36082474226804
"9",21,"B3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","100 nM",65,8,"Dofetilide","Dofetilide",1e+05,NA,NA,-0.069,9928483.333,1.184,89062130.769,FALSE,NA,NA,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,NA,NA,9.928483333,NA,NA,2.54729423441725,NA,0.0326226329696835,"WT","Healthy","Low Risk","No",390,0.007598282127519,12.2061855670103
"10",21,"B3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","3 nM",65,8,"Dofetilide","Dofetilide",3000,1403300,FALSE,-8.129,3665581.25,0.018,2598380388.364,TRUE,NA,26.518,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,732.958017953395,1403.3,3.66558125,NA,NA,0.94045723508221,1.83008971704624,0.951762651458223,"WT","Healthy","Low Risk","No",390,0.895165730646405,0.185567010309278
"11",21,"B3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","30 nM",65,8,"Dofetilide","Dofetilide",30000,NA,NA,-0.207,6841962.5,1.215,187850771.294,FALSE,NA,NA,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,NA,NA,6.8419625,NA,NA,1.75540322159989,NA,0.0688079963064298,"WT","Healthy","Low Risk","No",390,0.022794846382557,12.5257731958763
"12",21,"B3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","Control",65,8,"Dofetilide","Dofetilide",0,1083700,FALSE,-9.367,4255822.222,0.028,2771068722.429,TRUE,NA,14.628,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,525.312015302717,1083.7,4.255822222,NA,NA,1.09189198845437,1.00952380952381,1.0150167875507,"WT","Healthy","Low Risk","No",390,1.03149432881841,0.288659793814433
"13",22,"C6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","Vehicle",155,17,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",0,1275081,TRUE,-5.048,3858766.667,0.081,1290832291.742,TRUE,NA,20.221,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,649.102848839502,1275.081,3.858766667,1,1,1,1,1,"WT","Healthy","Low Risk","No",390,1,1
"14",22,"C6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","10 µM",155,17,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",1e+07,1172352,TRUE,-3.241,3159405.405,0.025,1120028175.158,TRUE,NA,52.865,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,659.561580867006,1172.352,3.159405405,1.01611259609506,0.919433353645769,0.81876041690188,2.61436130755156,0.867679079864436,"WT","Healthy","Low Risk","No",390,0.642036450079239,0.308641975308642
"15",22,"C6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","3 µM",155,17,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",3e+06,1219065,TRUE,-5.092,3431908.824,0.06,1255432240.114,TRUE,NA,20.131,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,658.05014921623,1219.065,3.431908824,1.01378410277004,0.956068673284286,0.8893797215959,0.99554918154394,0.972575793265733,"WT","Healthy","Low Risk","No",390,1.00871632329635,0.740740740740741
"16",22,"C6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","30 µM",155,17,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",3e+07,1001568,TRUE,-2.504,2624417.778,0.03,990490201.826,TRUE,NA,57.894,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,618.249757806436,1001.568,2.624417778,0.952468101028632,0.785493627463667,0.680118287649757,2.86306315216854,0.767326792304922,"WT","Healthy","Low Risk","No",390,0.496038034865293,0.37037037037037
"17",22,"C6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","Control",155,17,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",0,1153163,TRUE,-3.517,3814186.667,0.048,1286350455.484,TRUE,NA,100.88,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,590.458973897283,1153.163,3.814186667,0.909653955383087,0.904384113636702,0.988447085857446,4.98887295385985,0.996527948451032,"WT","Healthy","Low Risk","No",390,0.696711568938193,0.592592592592593
"18",22,"D6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","Vehicle",167,23,"Chlarithromycin","Chlarithromycin",0,1137100,FALSE,-16.223,3738135.484,0.052,5837649287.25,TRUE,NA,25.659,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,588.127031138687,1137.1,3.738135484,1,1,1,1,1,"WT","Healthy","Low Risk","No",390,1,1
"19",22,"D6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","1 µM",167,23,"Chlarithromycin","Chlarithromycin",1e+06,1042200,FALSE,-15.326,3290108.333,0.064,5689068093.73,TRUE,NA,25.073,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,574.573999840911,1042.2,3.290108333,0.976955605540633,0.916542080731686,0.880146893306128,0.977162009431389,0.974547769794168,"WT","Healthy","Low Risk","No",390,0.944708130432103,1.23076923076923
"20",22,"D6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","10 µM",167,23,"Chlarithromycin","Chlarithromycin",1e+07,313936,TRUE,-1.186,1191693.878,0.232,848966864.727,TRUE,NA,37.114,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,287.580057552504,313.936,1.191693878,0.488976092453554,0.276084777064462,0.318793656115649,1.44643205113216,0.145429576693007,"WT","Healthy","Low Risk","No",390,0.0731060839548789,4.46153846153846
"21",22,"D6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","3 µM",167,23,"Chlarithromycin","Chlarithromycin",3e+06,1083700,FALSE,-12.469,2817471.429,0.044,4916843465.023,TRUE,NA,23.685,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,645.623474964483,1083.7,2.817471429,1.09776194730325,0.95303843109665,0.753710356689683,0.923067929381504,0.842264278493377,"WT","Healthy","Low Risk","No",390,0.768600135609937,0.846153846153846
"22",22,"D6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","Control",167,23,"Chlarithromycin","Chlarithromycin",0,1057200,FALSE,-17.2,3663837.5,0.03,5953614174.909,TRUE,NA,26.317,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,552.317816450984,1057.2,3.6638375,0.939113128981043,0.929733532670829,0.980124320181007,1.0256440235395,1.01986499735643,"WT","Healthy","Low Risk","No",390,1.06022313998644,0.576923076923077
"23",23,"A3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","Vehicle",49,2,"Haloperidol","Haloperidol",0,1117800,FALSE,-5.669,4211214.815,0.08,1933140789.429,TRUE,NA,222.323,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,544.703803160342,1117.8,4.211214815,1,1,1,1,1,"WT","Healthy","Low Risk","No",390,1,1
"24",23,"A3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","1 µM",49,2,"Haloperidol","Haloperidol",1e+06,5474883,TRUE,-2.969,8721253.846,0.041,1144051948.286,FALSE,NA,36.451,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,1853.8960488303,5474.883,8.721253846,3.40349385863307,4.89790928609769,2.0709591481621,0.163955146341134,0.591809947077845,"WT","Healthy","Low Risk","No",390,0.523725524783913,0.5125
"25",23,"A3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","3 µM",49,2,"Haloperidol","Haloperidol",3e+06,5930232,TRUE,-0.567,8243461.538,0.039,407750964,FALSE,NA,57.936,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,2065.46041477594,5930.232,8.243461538,3.79189644498946,5.30527106816962,1.9575020273574,0.260593820702312,0.210926677575532,"WT","Healthy","Low Risk","No",390,0.100017639795378,0.4875
"26",23,"A3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","300 nM",49,2,"Haloperidol","Haloperidol",3e+05,1399200,FALSE,-5.161,4476253.846,0.02,1813169132.889,TRUE,NA,179.526,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,661.336424255123,1399.2,4.476253846,1.2141211800213,1.25174449812131,1.06293647857999,0.807500798387931,0.937939514185391,"WT","Healthy","Low Risk","No",390,0.910389839477862,0.25
"27",23,"A3",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","Control",49,2,"Haloperidol","Haloperidol",0,1070000,FALSE,-5.869,4113453.571,0.043,1981327393.655,TRUE,NA,265.435,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,527.570469114057,1070,4.113453571,0.968545594969452,0.957237430667382,0.976785500551579,1.19391605906721,1.02492658811479,"WT","Healthy","Low Risk","No",390,1.03527959075675,0.5375
"28",23,"C4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","Vehicle",198,15,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",0,1117913,TRUE,-3.198,3577693.939,0.075,1019759576.824,TRUE,NA,33.414,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,591.025765135269,1117.913,3.577693939,1,1,1,1,1,"WT","Healthy","Low Risk","No",390,1,1
"29",23,"C4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","10 µM",198,15,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",1e+07,1020305,TRUE,-2.851,2967980,0.011,950743404,TRUE,NA,NA,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,592.242445769627,1020.305,2.96798,1.0020585915304,0.912687302142474,0.829579067020355,NA,0.932321132948858,"WT","Healthy","Low Risk","No",390,0.891494684177611,0.146666666666667
"30",23,"C4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","3 µM",198,15,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",3e+06,1115888,TRUE,-3.08,3366137.143,0.041,1014066031.333,TRUE,NA,NA,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,608.211607585385,1115.888,3.366137143,1.02907799196569,0.998188588915238,0.940867832853491,NA,0.994416776639909,"WT","Healthy","Low Risk","No",390,0.963101938711695,0.546666666666667
"31",23,"C4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","30 µM",198,15,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",3e+07,859676,TRUE,-2.847,2526410.87,0.032,949888657.277,TRUE,NA,NA,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,540.85744456042,859.676,2.52641087,0.915116525311944,0.769000807755165,0.706156231660821,NA,0.931482948397886,"WT","Healthy","Low Risk","No",390,0.890243902439024,0.426666666666667
"32",23,"C4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Ciprofloxacin_HCl_Hydrate_CARIPLO_001","Ciprofloxacin","Control",198,15,"Ciprofloxacin HCl Hydrate","Ciprofloxacin HCl Hydrate",0,1018456,TRUE,-3.152,3764051.613,0.037,997834289.25,TRUE,NA,42.829,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,524.945825107946,1018.456,3.764051613,0.888194485037046,0.911033327280388,1.05208876924002,1.28176812114682,0.978499552176519,"WT","Healthy","Low Risk","No",390,0.985616010006254,0.493333333333333
"33",23,"D5",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","Vehicle",186,22,"Chlarithromycin","Chlarithromycin",0,1254868,TRUE,-3.589,4566172,0.031,1106951733.231,TRUE,NA,22.108,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,587.248493498267,1254.868,4.566172,1,1,1,1,1,"WT","Healthy","Low Risk","No",390,1,1
"34",23,"D5",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","1 µM",186,22,"Chlarithromycin","Chlarithromycin",1e+06,1122282,TRUE,-3.549,3764958.065,0.094,1099023255,TRUE,NA,31.709,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,578.391531718493,1122.282,3.764958065,0.984917863770049,0.894342671898558,0.824532686241342,1.43427718472951,0.992837557417379,"WT","Healthy","Low Risk","No",390,0.988854834215659,3.03225806451613
"35",23,"D5",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","10 µM",186,22,"Chlarithromycin","Chlarithromycin",1e+07,408970,TRUE,-0.407,1329556.18,0.258,243902879.333,TRUE,NA,16.836,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,354.681147590188,408.97,1.32955618,0.603971149380624,0.325906788602467,0.291175229492012,0.761534286231228,0.220337411298946,"WT","Healthy","Low Risk","No",390,0.11340206185567,8.32258064516129
"36",23,"D5",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","3 µM",186,22,"Chlarithromycin","Chlarithromycin",3e+06,1075300,FALSE,-2.478,2786804.762,0.101,817181929.116,TRUE,NA,56.245,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,644.134222826169,1075.3,2.786804762,1.09686824224789,0.85690287743412,0.610315328025313,2.54410168264881,0.738227245672933,"WT","Healthy","Low Risk","No",390,0.690443020339928,3.25806451612903
"37",23,"D5",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Chlarithromycin_CARIPLO_001","Clarithromycin","Control",186,22,"Chlarithromycin","Chlarithromycin",0,1070000,FALSE,-4.382,4002541.379,0.031,1195779421.6,TRUE,NA,22.438,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,534.830126221401,1070,4.002541379,0.910739034910745,0.85267932563425,0.876563865531128,1.01492672335806,1.08024531305419,"WT","Healthy","Low Risk","No",390,1.22095291167456,1
"38",24,"A4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","Vehicle",72,3,"Haloperidol","Haloperidol",0,1272400,FALSE,-2.23,3855643.333,0.055,596293797.677,TRUE,NA,99.508,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,648.000340590133,1272.4,3.855643333,1,1,1,1,1,"WT","Healthy","Low Risk","No",390,1,1
"39",24,"A4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","1 µM",72,3,"Haloperidol","Haloperidol",1e+06,3963953,TRUE,-0.749,6918300,0.031,257867940.706,FALSE,NA,53.498,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,1507.05395561686,3963.953,6.9183,2.3256993263991,3.11533558629362,1.79433090731891,0.537625115568597,0.432451153626927,"WT","Healthy","Low Risk","No",390,0.335874439461883,0.563636363636364
"40",24,"A4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","3 µM",72,3,"Haloperidol","Haloperidol",3e+06,5288604,TRUE,-0.274,9323950,0.082,140335325.538,FALSE,NA,23.528,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,1731.97285533361,5288.604,9.32395,2.67279621142839,4.15640050298648,2.41826050667016,0.236443301041122,0.23534594202507,"WT","Healthy","Low Risk","No",390,0.122869955156951,1.49090909090909
"41",24,"A4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","300 nM",72,3,"Haloperidol","Haloperidol",3e+05,2566860,TRUE,-1.69,4694516,0.063,500231154.923,TRUE,NA,248.886,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,1184.69558649644,2566.86,4.694516,1.82823296885546,2.01733731530965,1.21757009000812,2.50116573541826,0.838900483070201,"WT","Healthy","Low Risk","No",390,0.757847533632287,1.14545454545455
"42",24,"A4",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Haloperidol_CARIPLO_001","Haloperidol","Control",72,3,"Haloperidol","Haloperidol",0,1159418,TRUE,-2.28,3672203.226,0.02,621835493.625,TRUE,NA,21.788,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,605.029686884642,1159.418,3.672203226,0.933687297654261,0.911205595724615,0.952422957427115,0.218957269767255,1.04283407952171,"WT","Healthy","Low Risk","No",390,1.02242152466368,0.363636363636364
"43",31,"B6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","1 nM",138,11,"Dofetilide","Dofetilide",1000,1104600,FALSE,-5.971,3609921.212,0.036,1905790567.412,TRUE,NA,63.355,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,581.374765319243,1104.6,3.609921212,1.1493538965476,1.06354708261121,0.856260472615835,1.23057648978323,1.05861834011173,"WT","Healthy","Low Risk","No",390,1.05364390329981,0.36
"44",31,"B6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","Vehicle",138,11,"Dofetilide","Dofetilide",0,1038600,FALSE,-5.667,4215914.815,0.1,1800262186.286,TRUE,NA,51.484,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,505.827462773272,1038.6,4.215914815,1,1,1,1,1,"WT","Healthy","Low Risk","No",390,1,1
"45",31,"B6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","10 nM",138,11,"Dofetilide","Dofetilide",10000,1882490,TRUE,-3.571,4636376,0.193,1309376087.077,TRUE,NA,55.847,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,874.265525363911,1882.49,4.636376,1.72838683089808,1.81252647795109,1.09973189769016,1.08474477507575,0.727325217988545,"WT","Healthy","Low Risk","No",390,0.630139403564496,1.93
"46",31,"B6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","100 nM",138,11,"Dofetilide","Dofetilide",1e+05,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,NA,NA,NA,NA,NA,NA,NA,NA,"WT","Healthy","Low Risk","No",390,NA,NA
"47",31,"B6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","3 nM",138,11,"Dofetilide","Dofetilide",3000,1485875,TRUE,-4.573,3773270.968,0.021,1561177770,TRUE,NA,46.226,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,764.932791159189,1485.875,3.773270968,1.5122405315151,1.43065183901406,0.895006453777221,0.897871183280242,0.86719466858367,"WT","Healthy","Low Risk","No",390,0.806952532203988,0.21
"48",31,"B6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","30 nM",138,11,"Dofetilide","Dofetilide",30000,4887458,TRUE,-0.339,9112608.333,0.437,230658310.154,FALSE,NA,15.663,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,1,1619.055313107,4887.458,9.112608333,3.20080547669416,4.70581359522434,2.16147828712711,0.304230440525212,0.128124843098469,"WT","Healthy","Low Risk","No",390,0.0598200105876125,4.37
"49",31,"B6",7551,20251010,"S34Ec16","2024_DIFF2_CA","20251010_Dofetilide_CARIPLO_001","Dofetilide","Control",138,11,"Dofetilide","Dofetilide",0,1019000,FALSE,-5.833,4034386.207,0.056,1792671758.8,TRUE,NA,46.224,"Stanford_Expanded","D11+27","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,3,507.324047699299,1019,4.034386207,1.00295868658025,0.981128442133641,0.956942059798236,0.897832336259809,0.9957837099819,"WT","Healthy","Low Risk","No",390,1.02929239456503,0.56
