,21728047
Time,Voltage
456,3.93371582
456.203125,3.857421875
456.40625,3.796386719
456.6015625,3.741455078
456.8046875,3.628540039
457,3.524780273
457.203125,3.402709961
457.40625,3.384399414
457.6015625,3.268432617
457.8046875,3.146362305
458,2.987670898
458.203125,2.95715332
458.40625,2.90222168
458.6015625,2.813720703
458.8046875,2.697753906
459,2.630615234
459.203125,2.487182617
459.40625,2.355957031
459.6015625,2.297973633
459.8046875,2.194213867
460,1.965332031
460.203125,1.919555664
460.40625,1.889038086
460.6015625,1.779174805
460.8046875,1.599121094
461,1.513671875
461.203125,1.419067383
461.40625,1.318359375
461.6015625,1.26953125
461.8046875,1.174926758
462,1.095581055
462.203125,0.9765625
462.40625,0.8850097656
462.6015625,0.7873535156
462.8046875,0.6683349609
463,0.5554199219
463.203125,0.4730224609
463.40625,0.4608154297
463.6015625,0.3570556641
463.8046875,0.2410888672
464,0.09460449219
464.203125,0.003051757813
464.40625,-0.1434326172
464.6015625,-0.2319335938
464.8046875,-0.3295898438
465,-0.4180908203
465.203125,-0.5828857422
465.40625,-0.5920410156
465.6015625,-0.7171630859
465.8046875,-0.8605957031
466,-0.9155273438
466.203125,-1.013183594
466.40625,-1.062011719
466.6015625,-1.156616211
466.8046875,-1.293945313
467,-1.358032227
467.203125,-1.416015625
467.40625,-1.531982422
467.6015625,-1.675415039
467.8046875,-1.739501953
468,-1.806640625
468.203125,-1.943969727
468.40625,-2.014160156
468.6015625,-2.108764648
468.8046875,-2.182006836
469,-2.279663086
469.203125,-2.407836914
469.40625,-2.465820313
469.6015625,-2.603149414
469.8046875,-2.709960938
470,-2.83203125
470.203125,-2.874755859
470.40625,-3.070068359
470.6015625,-3.112792969
470.8046875,-3.155517578
471,-3.268432617
471.203125,-3.405761719
471.40625,-3.491210938
471.6015625,-3.588867188
471.8046875,-3.753662109
472,-3.839111328
472.203125,-4.013061523
472.40625,-4.165649414
472.6015625,-4.220581055
472.8046875,-4.302978516
473,-4.513549805
473.203125,-4.656982422
473.40625,-4.708862305
473.6015625,-4.794311523
473.8046875,-4.925537109
474,-5.068969727
474.203125,-5.291748047
474.40625,-5.374145508
474.6015625,-5.520629883
474.8046875,-5.700683594
475,-5.822753906
475.203125,-5.993652344
475.40625,-6.137084961
475.6015625,-6.17980957
475.8046875,-6.332397461
476,-6.488037109
476.203125,-6.732177734
476.40625,-6.829833984
476.6015625,-6.903076172
476.8046875,-6.982421875
477,-7.144165039
477.203125,-7.318115234
477.40625,-7.44934082
477.6015625,-7.611083984
477.8046875,-7.684326172
478,-7.781982422
478.203125,-7.925415039
478.40625,-8.090209961
478.6015625,-8.291625977
478.8046875,-8.383178711
479,-8.514404297
479.203125,-8.721923828
479.40625,-8.871459961
479.6015625,-8.996582031
479.8046875,-9.140014648
480,-9.262084961
480.203125,-9.490966797
480.40625,-9.606933594
480.6015625,-9.808349609
480.8046875,-9.942626953
481,-10.09521484
481.203125,-10.19287109
481.40625,-10.33630371
481.6015625,-10.50415039
481.8046875,-10.6262207
482,-10.75134277
482.203125,-10.97412109
482.40625,-11.17858887
482.6015625,-11.31896973
482.8046875,-11.47155762
483,-11.65161133
483.203125,-11.82861328
483.40625,-11.99951172
483.6015625,-12.16430664
483.8046875,-12.29858398
484,-12.53356934
484.203125,-12.65869141
484.40625,-12.92114258
484.6015625,-13.05541992
484.8046875,-13.15307617
485,-13.38195801
485.203125,-13.54980469
485.40625,-13.68408203
485.6015625,-13.87329102
485.8046875,-14.05944824
486,-14.19677734
486.203125,-14.27612305
486.40625,-14.47753906
486.6015625,-14.69116211
486.8046875,-14.79492188
487,-14.88647461
487.203125,-15.02380371
487.40625,-15.21606445
487.6015625,-15.41748047
487.8046875,-15.51818848
488,-15.76538086
488.203125,-15.89355469
488.40625,-16.11328125
488.6015625,-16.3269043
488.8046875,-16.4855957
489,-16.63818359
489.203125,-16.78771973
489.40625,-16.98303223
489.6015625,-17.16308594
489.8046875,-17.27905273
490,-17.4987793
490.203125,-17.64221191
490.40625,-17.92602539
490.6015625,-18.06335449
490.8046875,-18.20068359
491,-18.41125488
491.203125,-18.51806641
491.40625,-18.76220703
491.6015625,-19.04602051
491.8046875,-19.15893555
492,-19.29931641
492.203125,-19.52514648
492.40625,-19.69604492
492.6015625,-19.86999512
492.8046875,-20.09277344
493,-20.30029297
493.203125,-20.49255371
493.40625,-20.70922852
493.6015625,-20.92590332
493.8046875,-21.1151123
494,-21.2890625
494.203125,-21.47521973
494.40625,-21.64611816
494.6015625,-21.91467285
494.8046875,-22.23205566
495,-22.45178223
495.203125,-22.65625
495.40625,-22.84240723
495.6015625,-23.08349609
495.8046875,-23.25134277
496,-23.47412109
496.203125,-23.67248535
496.40625,-23.94104004
496.6015625,-24.16687012
496.8046875,-24.37133789
497,-24.6307373
497.203125,-24.81384277
497.40625,-25.06103516
497.6015625,-25.26245117
497.8046875,-25.47607422
498,-25.69885254
498.203125,-25.79956055
498.40625,-26.05895996
498.6015625,-26.30004883
498.8046875,-26.51367188
499,-26.65710449
499.203125,-26.82189941
499.40625,-27.03857422
499.6015625,-27.34985352
499.8046875,-27.5390625
500,-27.73742676
500.203125,-27.93884277
500.40625,-28.17077637
500.6015625,-28.42712402
500.8046875,-28.62854004
501,-28.87573242
501.203125,-29.1015625
501.40625,-29.38537598
501.6015625,-29.58374023
501.8046875,-29.73022461
502,-29.95910645
502.203125,-30.16967773
502.40625,-30.4473877
502.6015625,-30.63964844
502.8046875,-30.90515137
503,-31.10046387
503.203125,-31.27441406
503.40625,-31.54907227
503.6015625,-31.79626465
503.8046875,-32.01599121
504,-32.2845459
504.203125,-32.46154785
504.40625,-32.69348145
504.6015625,-32.90405273
504.8046875,-33.17260742
505,-33.41674805
505.203125,-33.63952637
505.40625,-33.8470459
505.6015625,-34.08813477
505.8046875,-34.30786133
506,-34.57946777
506.203125,-34.77783203
506.40625,-34.92736816
506.6015625,-35.2935791
506.8046875,-35.5682373
507,-35.78186035
507.203125,-35.9954834
507.40625,-36.23352051
507.6015625,-36.42883301
507.8046875,-36.75231934
508,-36.90185547
508.203125,-37.18566895
508.40625,-37.44506836
508.6015625,-37.67700195
508.8046875,-37.84484863
509,-38.09204102
509.203125,-38.33618164
509.40625,-38.53759766
509.6015625,-38.72070313
509.8046875,-38.9251709
510,-39.22119141
510.203125,-39.4744873
510.40625,-39.73693848
510.6015625,-39.88647461
510.8046875,-40.04516602
511,-40.24047852
511.203125,-40.44799805
511.40625,-40.62194824
511.6015625,-40.90576172
511.8046875,-41.14990234
512,-41.35437012
512.203125,-41.54052734
512.40625,-41.75720215
512.6015625,-41.92810059
512.8046875,-42.1661377
513,-42.43774414
513.203125,-42.6361084
513.40625,-42.83447266
513.6015625,-43.03283691
513.8046875,-43.22814941
514,-43.46923828
514.203125,-43.6920166
514.40625,-43.85986328
514.6015625,-44.0826416
514.8046875,-44.37255859
515,-44.61975098
515.203125,-44.68994141
515.40625,-44.79980469
515.6015625,-45.05615234
515.8046875,-45.28808594
516,-45.59326172
516.203125,-45.71838379
516.40625,-45.88317871
516.6015625,-46.09069824
516.8046875,-46.34399414
517,-46.53320313
517.203125,-46.77734375
517.40625,-46.95129395
517.6015625,-47.1496582
517.8046875,-47.33276367
518,-47.59216309
518.203125,-47.75390625
518.40625,-47.9675293
518.6015625,-48.17199707
518.8046875,-48.26049805
519,-48.55041504
519.203125,-48.66027832
519.40625,-48.88000488
519.6015625,-49.17297363
519.8046875,-49.30114746
520,-49.52087402
520.203125,-49.7253418
520.40625,-49.87182617
520.6015625,-50.07324219
520.8046875,-50.24719238
521,-50.44555664
521.203125,-50.65612793
521.40625,-50.82702637
521.6015625,-50.98876953
521.8046875,-51.13220215
522,-51.29699707
522.203125,-51.44348145
522.40625,-51.6418457
522.6015625,-51.84326172
522.8046875,-52.05993652
523,-52.23083496
523.203125,-52.4597168
523.40625,-52.60314941
523.6015625,-52.7557373
523.8046875,-52.89611816
524,-53.10058594
524.203125,-53.18603516
524.40625,-53.47900391
524.6015625,-53.60717773
524.8046875,-53.74755859
525,-53.90014648
525.203125,-54.07104492
525.40625,-54.26940918
525.6015625,-54.30603027
525.8046875,-54.5501709
526,-54.64477539
526.203125,-54.73632813
526.40625,-54.87670898
526.6015625,-55.09338379
526.8046875,-55.29174805
527,-55.35583496
527.203125,-55.50537109
527.40625,-55.59692383
527.6015625,-55.75256348
527.8046875,-55.89904785
528,-56.03942871
528.203125,-56.1706543
528.40625,-56.31103516
528.6015625,-56.46057129
528.8046875,-56.54602051
529,-56.78100586
529.203125,-56.82983398
529.40625,-56.93359375
529.6015625,-57.04650879
529.8046875,-57.15637207
530,-57.29064941
530.203125,-57.3638916
530.40625,-57.51342773
530.6015625,-57.66296387
530.8046875,-57.74536133
531,-57.82165527
531.203125,-57.93151855
531.40625,-58.07495117
531.6015625,-58.26416016
531.8046875,-58.40759277
532,-58.46862793
532.203125,-58.62426758
532.40625,-58.73718262
532.6015625,-58.83178711
532.8046875,-58.91418457
533,-58.95996094
533.203125,-59.13391113
533.40625,-59.28344727
533.6015625,-59.39331055
533.8046875,-59.51843262
534,-59.56726074
534.203125,-59.68017578
534.40625,-59.81140137
534.6015625,-59.89379883
534.8046875,-60.08300781
535,-60.14709473
535.203125,-60.22033691
535.40625,-60.36071777
535.6015625,-60.41259766
535.8046875,-60.46447754
536,-60.53771973
536.203125,-60.69030762
536.40625,-60.83984375
536.6015625,-60.90393066
536.8046875,-60.92529297
537,-61.05957031
537.203125,-61.17248535
537.40625,-61.27319336
537.6015625,-61.42883301
537.8046875,-61.48071289
538,-61.55090332
538.203125,-61.60888672
538.40625,-61.74926758
538.6015625,-61.79504395
538.8046875,-61.91101074
539,-62.02087402
539.203125,-62.10632324
539.40625,-62.17041016
539.6015625,-62.25585938
539.8046875,-62.34741211
540,-62.42675781
540.203125,-62.47558594
540.40625,-62.59765625
540.6015625,-62.6159668
540.8046875,-62.73193359
541,-62.84790039
541.203125,-62.92724609
541.40625,-63.01879883
541.6015625,-63.07983398
541.8046875,-63.11340332
542,-63.15002441
542.203125,-63.27819824
542.40625,-63.43078613
542.6015625,-63.47351074
542.8046875,-63.53759766
543,-63.60778809
543.203125,-63.71765137
543.40625,-63.77258301
543.6015625,-63.85803223
543.8046875,-63.8885498
544,-63.9251709
544.203125,-63.99230957
544.40625,-64.18151855
544.6015625,-64.15710449
544.8046875,-64.24560547
545,-64.32800293
545.203125,-64.45922852
545.40625,-64.49584961
545.6015625,-64.54467773
545.8046875,-64.54162598
546,-64.67285156
546.203125,-64.69116211
546.40625,-64.77050781
546.6015625,-64.82543945
546.8046875,-64.8223877
547,-64.96582031
547.203125,-64.99633789
547.40625,-65.12145996
547.6015625,-65.15808105
547.8046875,-65.16418457
548,-65.234375
548.203125,-65.3503418
548.40625,-65.40222168
548.6015625,-65.47851563
548.8046875,-65.51818848
549,-65.6036377
549.203125,-65.6463623
549.40625,-65.62194824
549.6015625,-65.67382813
549.8046875,-65.79284668
550,-65.85998535
550.203125,-65.91491699
550.40625,-65.88745117
550.6015625,-66.00646973
550.8046875,-66.09802246
551,-66.1529541
551.203125,-66.08886719
551.40625,-66.18041992
551.6015625,-66.34216309
551.8046875,-66.39099121
552,-66.4276123
552.203125,-66.50085449
552.40625,-66.55883789
552.6015625,-66.58630371
552.8046875,-66.68395996
553,-66.7175293
553.203125,-66.74499512
553.40625,-66.79992676
553.6015625,-66.87011719
553.8046875,-66.86706543
554,-66.97692871
554.203125,-67.1295166
554.40625,-67.11120605
554.6015625,-67.17834473
554.8046875,-67.3034668
555,-67.35839844
555.203125,-67.34313965
555.40625,-67.39807129
555.6015625,-67.45605469
555.8046875,-67.50183105
556,-67.61779785
556.203125,-67.67883301
556.40625,-67.64221191
556.6015625,-67.68798828
556.8046875,-67.75512695
557,-67.8314209
557.203125,-67.88635254
557.40625,-67.98095703
557.6015625,-68.03894043
557.8046875,-68.05114746
558,-68.13659668
558.203125,-68.05725098
558.40625,-68.1640625
558.6015625,-68.20678711
558.8046875,-68.26782227
559,-68.33496094
559.203125,-68.36547852
559.40625,-68.36853027
559.6015625,-68.46618652
559.8046875,-68.5333252
560,-68.53637695
560.203125,-68.59130859
560.40625,-68.64013672
560.6015625,-68.73779297
560.8046875,-68.78051758
561,-68.8873291
561.203125,-68.86901855
561.40625,-68.9453125
561.6015625,-68.8873291
561.8046875,-68.93920898
562,-69.05517578
562.203125,-69.12536621
562.40625,-69.13757324
562.6015625,-69.24133301
562.8046875,-69.29321289
563,-69.32983398
563.203125,-69.3359375
563.40625,-69.38781738
563.6015625,-69.41833496
563.8046875,-69.43969727
564,-69.52209473
564.203125,-69.53125
564.40625,-69.69299316
564.6015625,-69.64111328
564.8046875,-69.65332031
565,-69.79675293
565.203125,-69.88830566
565.40625,-69.87915039
565.6015625,-69.91577148
565.8046875,-69.9432373
566,-69.95239258
566.203125,-69.95239258
566.40625,-70.02563477
566.6015625,-70.07751465
566.8046875,-70.17822266
567,-70.21179199
567.203125,-70.26062012
567.40625,-70.22399902
567.6015625,-70.20568848
567.8046875,-70.28808594
568,-70.36743164
568.203125,-70.40100098
568.40625,-70.49560547
568.6015625,-70.51086426
568.8046875,-70.56274414
569,-70.6237793
569.203125,-70.68786621
569.40625,-70.67565918
569.6015625,-70.6817627
569.8046875,-70.81604004
570,-70.80688477
570.203125,-70.83740234
570.40625,-70.9197998
570.6015625,-70.93200684
570.8046875,-70.96252441
571,-70.97473145
571.203125,-71.05712891
571.40625,-71.08459473
571.6015625,-71.17004395
571.8046875,-71.1730957
572,-71.22192383
572.203125,-71.29821777
572.40625,-71.35925293
572.6015625,-71.31958008
572.8046875,-71.37451172
573,-71.41418457
573.203125,-71.52099609
573.40625,-71.58813477
573.6015625,-71.60949707
573.8046875,-71.61560059
574,-71.66137695
574.203125,-71.68884277
574.40625,-71.70715332
574.6015625,-71.79260254
574.8046875,-71.91772461
575,-71.92077637
575.203125,-71.92993164
575.40625,-71.96044922
575.6015625,-71.95129395
575.8046875,-72.01843262
576,-72.10083008
576.203125,-72.10388184
576.40625,-72.18933105
576.6015625,-72.18017578
576.8046875,-72.21069336
577,-72.29003906
577.203125,-72.36633301
577.40625,-72.3815918
577.6015625,-72.44873047
577.8046875,-72.43652344
578,-72.50671387
578.203125,-72.59216309
578.40625,-72.57995605
578.6015625,-72.66235352
578.8046875,-72.70202637
579,-72.72644043
579.203125,-72.73254395
579.40625,-72.83630371
579.6015625,-72.83935547
579.8046875,-72.84545898
580,-72.9095459
580.203125,-72.99804688
580.40625,-72.99804688
580.6015625,-73.00720215
580.8046875,-73.046875
581,-73.11706543
581.203125,-73.18115234
581.40625,-73.2635498
581.6015625,-73.30322266
581.8046875,-73.33374023
582,-73.3581543
582.203125,-73.36425781
582.40625,-73.38562012
582.6015625,-73.47717285
582.8046875,-73.4954834
583,-73.5534668
583.203125,-73.59619141
583.40625,-73.64807129
583.6015625,-73.66943359
583.8046875,-73.70910645
584,-73.7701416
584.203125,-73.7121582
584.40625,-73.83422852
584.6015625,-73.88916016
584.8046875,-73.88305664
585,-73.80371094
585.203125,-73.95935059
585.40625,-73.98681641
585.6015625,-74.04785156
585.8046875,-74.0814209
586,-74.07226563
586.203125,-74.09057617
586.40625,-74.12719727
586.6015625,-74.25537109
586.8046875,-74.28894043
587,-74.27062988
587.203125,-74.26757813
587.40625,-74.24316406
587.6015625,-74.32250977
587.8046875,-74.34692383
588,-74.34997559
588.203125,-74.4354248
588.40625,-74.42321777
588.6015625,-74.46289063
588.8046875,-74.51782227
589,-74.49035645
589.203125,-74.54223633
589.40625,-74.58190918
589.6015625,-74.62768555
589.8046875,-74.77111816
590,-74.76806641
590.203125,-74.74060059
590.40625,-74.83520508
590.6015625,-74.8046875
590.8046875,-74.78942871
591,-74.89013672
591.203125,-74.83520508
591.40625,-74.93896484
591.6015625,-74.9786377
591.8046875,-75.07629395
592,-75.06103516
592.203125,-75.11901855
592.40625,-75.1739502
592.6015625,-75.16479492
592.8046875,-75.22277832
593,-75.25634766
593.203125,-75.23803711
593.40625,-75.23498535
593.6015625,-75.28381348
593.8046875,-75.38146973
594,-75.32348633
594.203125,-75.38757324
594.40625,-75.42114258
594.6015625,-75.47302246
594.8046875,-75.61035156
595,-75.60119629
595.203125,-75.55847168
595.40625,-75.63476563
595.6015625,-75.68054199
595.8046875,-75.67749023
596,-75.72937012
596.203125,-75.72937012
596.40625,-75.72021484
596.6015625,-75.77514648
596.8046875,-75.83618164
597,-75.86364746
597.203125,-75.93078613
597.40625,-75.96740723
597.6015625,-76.07116699
597.8046875,-76.13525391
598,-76.19018555
598.203125,-76.08337402
598.40625,-76.11694336
598.6015625,-76.14440918
598.8046875,-76.23901367
599,-76.22680664
599.203125,-76.27258301
599.40625,-76.36108398
599.6015625,-76.3885498
599.8046875,-76.44958496
600,-76.5045166
600.203125,-76.4465332
600.40625,-76.46179199
600.6015625,-76.49841309
600.8046875,-76.56860352
601,-76.6204834
601.203125,-76.63879395
601.40625,-76.63269043
601.6015625,-76.62353516
601.8046875,-76.73034668
602,-76.73950195
602.203125,-76.76696777
602.40625,-76.73950195
602.6015625,-76.80053711
602.8046875,-76.92871094
603,-76.95007324
603.203125,-76.92260742
603.40625,-76.94702148
603.6015625,-77.00195313
603.8046875,-77.07824707
604,-77.16369629
604.203125,-77.08435059
604.40625,-77.15759277
604.6015625,-77.12097168
604.8046875,-77.18811035
605,-77.18811035
605.203125,-77.23388672
605.40625,-77.23693848
605.6015625,-77.35290527
605.8046875,-77.39257813
606,-77.37731934
606.203125,-77.38647461
606.40625,-77.39868164
606.6015625,-77.41088867
606.8046875,-77.53295898
607,-77.56958008
607.203125,-77.51159668
607.40625,-77.51464844
607.6015625,-77.59094238
607.8046875,-77.52990723
608,-77.56958008
608.203125,-77.60925293
608.40625,-77.63671875
608.6015625,-77.64282227
608.8046875,-77.62451172
609,-77.63366699
609.203125,-77.74963379
609.40625,-77.734375
609.6015625,-77.80761719
609.8046875,-77.81982422
610,-77.86560059
610.203125,-77.84729004
610.40625,-77.86560059
610.6015625,-77.89611816
610.8046875,-77.94189453
611,-78.06091309
611.203125,-77.99072266
611.40625,-77.9083252
611.6015625,-78.00598145
611.8046875,-78.13110352
612,-78.10974121
612.203125,-78.12805176
612.40625,-78.17993164
612.6015625,-78.11584473
612.8046875,-78.21350098
613,-78.25317383
613.203125,-78.2989502
613.40625,-78.24707031
613.6015625,-78.28674316
613.8046875,-78.28369141
614,-78.32336426
614.203125,-78.40576172
614.40625,-78.34472656
614.6015625,-78.38439941
614.8046875,-78.5369873
615,-78.53393555
615.203125,-78.4942627
615.40625,-78.50952148
615.6015625,-78.52478027
615.8046875,-78.58581543
616,-78.62548828
616.203125,-78.68347168
616.40625,-78.69567871
616.6015625,-78.64685059
616.8046875,-78.71398926
617,-78.7689209
617.203125,-78.79943848
617.40625,-78.80554199
617.6015625,-78.86047363
617.8046875,-78.86657715
618,-78.94287109
618.203125,-78.8848877
618.40625,-78.90014648
618.6015625,-78.91845703
618.8046875,-78.95812988
619,-78.9642334
619.203125,-79.00695801
619.40625,-79.11071777
619.6015625,-79.13818359
619.8046875,-79.10766602
620,-79.13513184
620.203125,-79.14123535
620.40625,-79.08325195
620.6015625,-79.13513184
620.8046875,-79.19006348
621,-79.19006348
621.203125,-79.296875
621.40625,-79.3548584
621.6015625,-79.33654785
621.8046875,-79.3548584
622,-79.39147949
622.203125,-79.39147949
622.40625,-79.46777344
622.6015625,-79.44030762
622.8046875,-79.40979004
623,-79.4921875
623.203125,-79.48303223
623.40625,-79.53186035
623.6015625,-79.52270508
623.8046875,-79.56237793
624,-79.62341309
624.203125,-79.62646484
624.40625,-79.72106934
624.6015625,-79.69970703
624.8046875,-79.7454834
625,-79.68139648
625.203125,-79.77905273
625.40625,-79.82177734
625.6015625,-79.77294922
625.8046875,-79.77294922
626,-79.81262207
626.203125,-79.8614502
626.40625,-79.78210449
626.6015625,-79.84924316
626.8046875,-79.82177734
627,-79.86755371
627.203125,-79.94384766
627.40625,-79.97131348
627.6015625,-79.91333008
627.8046875,-79.90112305
628,-79.91943359
628.203125,-79.94689941
628.40625,-80.02929688
628.6015625,-80.06591797
628.8046875,-79.98352051
629,-80.05065918
629.203125,-80.05065918
629.40625,-80.06286621
629.6015625,-80.04150391
629.8046875,-80.06591797
630,-80.10253906
630.203125,-80.16967773
630.40625,-80.24597168
630.6015625,-80.13916016
630.8046875,-80.16967773
631,-80.18188477
631.203125,-80.24291992
631.40625,-80.24291992
631.6015625,-80.26733398
631.8046875,-80.24902344
632,-80.32836914
632.203125,-80.33752441
632.40625,-80.34362793
632.6015625,-80.32531738
632.8046875,-80.34973145
633,-80.34362793
633.203125,-80.40771484
633.40625,-80.47790527
633.6015625,-80.47485352
633.8046875,-80.41687012
634,-80.3894043
634.203125,-80.49621582
634.40625,-80.49316406
634.6015625,-80.53588867
634.8046875,-80.63964844
635,-80.62744141
635.203125,-80.57861328
635.40625,-80.66711426
635.6015625,-80.64575195
635.8046875,-80.65185547
636,-80.69458008
636.203125,-80.69152832
636.40625,-80.69458008
636.6015625,-80.73425293
636.8046875,-80.77087402
637,-80.75866699
637.203125,-80.80444336
637.40625,-80.84716797
637.6015625,-80.8380127
637.8046875,-80.8380127
638,-80.86853027
638.203125,-80.8380127
638.40625,-80.95397949
638.6015625,-80.90209961
638.8046875,-81.00280762
639,-80.96008301
639.203125,-80.9967041
639.40625,-81.05163574
639.6015625,-81.07299805
639.8046875,-81.07910156
640,-81.05163574
640.203125,-81.07910156
640.40625,-81.0760498
640.6015625,-81.12182617
640.8046875,-81.1126709
641,-81.13708496
641.203125,-81.18286133
641.40625,-81.21032715
641.6015625,-81.1920166
641.8046875,-81.18591309
642,-81.18896484
642.203125,-81.24084473
642.40625,-81.28967285
642.6015625,-81.32019043
642.8046875,-81.36291504
643,-81.30187988
643.203125,-81.34155273
643.40625,-81.34155273
643.6015625,-81.31713867
643.8046875,-81.38122559
644,-81.43615723
644.203125,-81.38122559
644.40625,-81.51855469
644.6015625,-81.43920898
644.8046875,-81.39648438
645,-81.36901855
645.203125,-81.4239502
645.40625,-81.4239502
645.6015625,-81.40869141
645.8046875,-81.44226074
646,-81.46362305
646.203125,-81.49414063
646.40625,-81.58874512
646.6015625,-81.55212402
646.8046875,-81.57043457
647,-81.51855469
647.203125,-81.57958984
647.40625,-81.56433105
647.6015625,-81.56738281
647.8046875,-81.61621094
648,-81.53991699
648.203125,-81.54296875
648.40625,-81.58569336
648.6015625,-81.63452148
648.8046875,-81.64367676
649,-81.61621094
649.203125,-81.61010742
649.40625,-81.58874512
649.6015625,-81.66809082
649.8046875,-81.67114258
650,-81.640625
650.203125,-81.70166016
650.40625,-81.68945313
650.6015625,-81.67419434
650.8046875,-81.69250488
651,-81.66809082
651.203125,-81.67419434
651.40625,-81.72912598
651.6015625,-81.76574707
651.8046875,-81.76269531
652,-81.75354004
652.203125,-81.79016113
652.40625,-81.76269531
652.6015625,-81.69250488
652.8046875,-81.73522949
653,-81.79321289
653.203125,-81.82678223
653.40625,-81.86340332
653.6015625,-81.84509277
653.8046875,-81.87561035
654,-81.83898926
654.203125,-81.83898926
654.40625,-81.84204102
654.6015625,-81.90307617
654.8046875,-82.03735352
655,-82.03125
655.203125,-81.98242188
655.40625,-81.99462891
655.6015625,-81.99157715
655.8046875,-82.05871582
656,-81.99157715
656.203125,-81.96716309
656.40625,-82.04956055
656.6015625,-82.0892334
656.8046875,-82.04956055
657,-82.05871582
657.203125,-82.09533691
657.40625,-82.13806152
657.6015625,-82.20214844
657.8046875,-82.19604492
658,-82.23876953
658.203125,-82.11364746
658.40625,-82.1472168
658.6015625,-82.18383789
658.8046875,-82.1685791
659,-82.15942383
659.203125,-82.18994141
659.40625,-82.26013184
659.6015625,-82.29675293
659.8046875,-82.28149414
660,-82.27233887
660.203125,-82.24487305
660.40625,-82.30285645
660.6015625,-82.28149414
660.8046875,-82.30895996
661,-82.33032227
661.203125,-82.33337402
661.40625,-82.35168457
661.6015625,-82.38220215
661.8046875,-82.40356445
662,-82.43103027
662.203125,-82.40661621
662.40625,-82.37609863
662.6015625,-82.41577148
662.8046875,-82.48291016
663,-82.47070313
663.203125,-82.41271973
663.40625,-82.4432373
663.6015625,-82.45849609
663.8046875,-82.44934082
664,-82.5012207
664.203125,-82.50427246
664.40625,-82.59887695
664.6015625,-82.51037598
664.8046875,-82.49206543
665,-82.62023926
665.203125,-82.49511719
665.40625,-82.48901367
665.6015625,-82.55310059
665.8046875,-82.56835938
666,-82.58056641
666.203125,-82.53479004
666.40625,-82.58056641
666.6015625,-82.61108398
666.8046875,-82.62939453
667,-82.70874023
667.203125,-82.61413574
667.40625,-82.57446289
667.6015625,-82.53479004
667.8046875,-82.58666992
668,-82.62939453
668.203125,-82.65075684
668.40625,-82.60803223
668.6015625,-82.62634277
668.8046875,-82.62634277
669,-82.6385498
669.203125,-82.66601563
669.40625,-82.65075684
669.6015625,-82.62329102
669.8046875,-82.64770508
670,-82.66296387
670.203125,-82.66601563
670.40625,-82.70263672
670.6015625,-82.66906738
670.8046875,-82.66906738
671,-82.70568848
671.203125,-82.74536133
671.40625,-82.68127441
671.6015625,-82.71179199
671.8046875,-82.7545166
672,-82.70874023
672.203125,-82.63549805
672.40625,-82.71789551
672.6015625,-82.70263672
672.8046875,-82.71179199
673,-82.73925781
673.203125,-82.81555176
673.40625,-82.7545166
673.6015625,-82.73925781
673.8046875,-82.77587891
674,-82.81860352
674.203125,-82.7911377
674.40625,-82.76977539
674.6015625,-82.76977539
674.8046875,-82.85217285
675,-82.8918457
675.203125,-82.8918457
675.40625,-82.90405273
675.6015625,-82.87658691
675.8046875,-82.91015625
676,-82.90405273
676.203125,-82.96508789
676.40625,-82.94677734
676.6015625,-82.92236328
676.8046875,-82.91015625
677,-82.96508789
677.203125,-83.02612305
677.40625,-82.99255371
677.6015625,-83.07189941
677.8046875,-83.04748535
678,-83.05358887
678.203125,-83.06274414
678.40625,-82.98034668
678.6015625,-83.03527832
678.8046875,-83.03833008
679,-83.12072754
679.203125,-83.10546875
679.40625,-83.15734863
679.6015625,-83.05664063
679.8046875,-83.11462402
680,-83.14819336
680.203125,-83.11462402
680.40625,-83.12988281
680.6015625,-83.1237793
680.8046875,-83.17565918
681,-83.21533203
681.203125,-83.22143555
681.40625,-83.23059082
681.6015625,-83.22143555
681.8046875,-83.19702148
682,-83.19091797
682.203125,-83.20922852
682.40625,-83.2244873
682.6015625,-83.23059082
682.8046875,-83.23059082
683,-83.25805664
683.203125,-83.33435059
683.40625,-83.3404541
683.6015625,-83.30383301
683.8046875,-83.32824707
684,-83.33129883
684.203125,-83.32519531
684.40625,-83.37097168
684.6015625,-83.35266113
684.8046875,-83.35266113
685,-83.33740234
685.203125,-83.37097168
685.40625,-83.36486816
685.6015625,-83.36486816
685.8046875,-83.40148926
686,-83.3770752
686.203125,-83.39233398
686.40625,-83.3770752
686.6015625,-83.37402344
686.8046875,-83.38012695
687,-83.41064453
687.203125,-83.41369629
687.40625,-83.46252441
687.6015625,-83.40454102
687.8046875,-83.29467773
688,-83.3770752
688.203125,-83.32824707
688.40625,-83.40148926
688.6015625,-83.3770752
688.8046875,-83.37097168
689,-83.42285156
689.203125,-83.40454102
689.40625,-83.4197998
689.6015625,-83.45947266
689.8046875,-83.45031738
690,-83.41064453
690.203125,-83.50524902
690.40625,-83.47473145
690.6015625,-83.46252441
690.8046875,-83.41674805
691,-83.41369629
691.203125,-83.42895508
691.40625,-83.43200684
691.6015625,-83.46252441
691.8046875,-83.43505859
692,-83.44421387
692.203125,-83.50219727
692.40625,-83.50219727
692.6015625,-83.48693848
692.8046875,-83.43811035
693,-83.47473145
693.203125,-83.56323242
693.40625,-83.5723877
