,WT 21504029,R190W 21408046,R594Q 21615057,JLNS 21712024
Time,WT,LQT1_R190W,LQT1_R594Q,Compound JLNS
832.2000122,-77.63977051,-74.93896484,-80.41992188,-79.16564941
832.4000244,-77.64282227,-74.9420166,-80.45349121,-79.1595459
832.5999756,-77.69165039,-74.9420166,-80.49316406,-79.19616699
832.7999878,-77.69775391,-74.94812012,-80.45043945,-79.17785645
833,-77.65197754,-74.94812012,-80.43212891,-79.11987305
833.2000122,-77.64282227,-74.94812012,-80.36804199,-79.1229248
833.4000244,-77.67944336,-74.91760254,-80.36499023,-79.09240723
833.5999756,-77.66723633,-74.9420166,-80.31616211,-79.14733887
833.7999878,-77.72216797,-74.93591309,-80.33447266,-79.19921875
834,-77.7557373,-74.91760254,-80.30090332,-79.1229248
834.2000122,-77.78320313,-74.93286133,-80.31311035,-79.10766602
834.4000244,-77.77709961,-74.91455078,-80.3314209,-79.0435791
834.5999756,-77.76184082,-74.92675781,-80.31005859,-79.12902832
834.7999878,-77.74047852,-74.95727539,-80.31311035,-79.18701172
835,-77.74353027,-74.92980957,-80.32531738,-79.14428711
835.2000122,-77.74658203,-74.92370605,-80.29785156,-79.08325195
835.4000244,-77.74047852,-74.9206543,-80.31311035,-79.08325195
835.5999756,-77.75268555,-74.92370605,-80.31005859,-79.09851074
835.7999878,-77.75878906,-74.90539551,-80.31005859,-79.15649414
836,-77.7130127,-74.89318848,-80.33752441,-79.12597656
836.2000122,-77.71606445,-74.89624023,-80.34057617,-79.11376953
836.4000244,-77.73132324,-74.90844727,-80.26733398,-79.09240723
836.5999756,-77.78625488,-74.89624023,-80.23681641,-79.07104492
836.7999878,-77.74658203,-74.90844727,-80.27038574,-79.11071777
837,-77.73132324,-74.91455078,-80.24291992,-79.14123535
837.2000122,-77.73132324,-74.9206543,-80.2520752,-79.15344238
837.4000244,-77.72827148,-74.93896484,-80.26123047,-79.11682129
837.5999756,-77.74963379,-74.92980957,-80.20629883,-79.07104492
837.7999878,-77.76794434,-74.91760254,-80.16357422,-79.06799316
838,-77.74658203,-74.92980957,-80.2154541,-79.07714844
838.2000122,-77.76489258,-74.92370605,-80.22460938,-79.12597656
838.4000244,-77.75268555,-74.91760254,-80.18188477,-79.14733887
838.5999756,-77.76184082,-74.9420166,-80.20324707,-79.13818359
838.7999878,-77.71911621,-74.88708496,-80.19104004,-79.15039063
839,-77.73742676,-74.93286133,-80.24291992,-79.19311523
839.2000122,-77.68249512,-74.91455078,-80.26123047,-79.17480469
839.4000244,-77.72521973,-74.92675781,-80.22460938,-79.12902832
839.5999756,-77.734375,-74.91455078,-80.22155762,-79.14428711
839.7999878,-77.734375,-74.89318848,-80.23681641,-79.18701172
840,-77.71911621,-74.91760254,-80.23376465,-79.16259766
840.2000122,-77.69470215,-74.90844727,-80.19104004,-79.1595459
840.4000244,-77.67028809,-74.90234375,-80.17272949,-79.1229248
840.5999756,-77.64892578,-74.91149902,-80.19104004,-79.12902832
840.7999878,-77.66418457,-74.90844727,-80.26733398,-79.20837402
841,-77.70080566,-74.89318848,-80.22460938,-79.19006348
841.2000122,-77.66113281,-74.91760254,-80.28869629,-79.18395996
841.4000244,-77.68249512,-74.87182617,-80.28564453,-79.21142578
841.5999756,-77.68249512,-74.87487793,-80.32226563,-79.22363281
841.7999878,-77.65197754,-74.85351563,-80.35888672,-79.26940918
842,-77.64892578,-74.81994629,-80.39550781,-79.22668457
842.2000122,-77.63061523,-74.84130859,-80.39550781,-79.19616699
842.4000244,-77.64892578,-74.81994629,-80.27954102,-79.25720215
842.5999756,-77.60009766,-74.84741211,-80.28564453,-79.29992676
842.7999878,-77.56347656,-74.8260498,-80.31616211,-79.32128906
843,-77.62756348,-74.81384277,-80.38024902,-79.28466797
843.2000122,-77.58789063,-74.7833252,-80.35583496,-79.26330566
843.4000244,-77.5970459,-74.81689453,-80.38024902,-79.2388916
843.5999756,-77.60009766,-74.80163574,-80.45654297,-79.30297852
843.7999878,-77.55737305,-74.79248047,-80.5267334,-79.34570313
844,-77.53295898,-74.77416992,-80.50842285,-79.3548584
844.2000122,-77.61230469,-74.74975586,-80.46569824,-79.35791016
844.4000244,-77.59094238,-74.7253418,-80.48095703,-79.36401367
844.5999756,-77.56652832,-74.73754883,-80.4473877,-79.35791016
844.7999878,-77.60925293,-74.73144531,-80.49621582,-79.39758301
845,-77.59094238,-74.74365234,-80.54199219,-79.38537598
845.2000122,-77.61230469,-74.73449707,-80.50842285,-79.3548584
845.4000244,-77.60314941,-74.75585938,-80.48400879,-79.4128418
845.5999756,-77.62756348,-74.7253418,-80.51757813,-79.296875
845.7999878,-77.6184082,-74.7467041,-80.49926758,-79.37927246
846,-77.56958008,-74.72229004,-80.55419922,-79.37011719
846.2000122,-77.55126953,-74.71313477,-80.53588867,-79.36401367
846.4000244,-77.56958008,-74.69787598,-80.56335449,-79.35791016
846.5999756,-77.5970459,-74.71313477,-80.56335449,-79.37316895
846.7999878,-77.62756348,-74.70703125,-80.61218262,-79.44335938
847,-77.61535645,-74.70397949,-80.58776855,-79.4128418
847.2000122,-77.61230469,-74.67651367,-80.59082031,-79.40063477
847.4000244,-77.59399414,-74.67041016,-80.53588867,-79.40673828
847.5999756,-77.63366699,-74.70092773,-80.61828613,-79.4128418
847.7999878,-77.60009766,-74.65820313,-80.59997559,-79.47387695
848,-77.65808105,-74.65209961,-80.57556152,-79.46777344
848.2000122,-77.66723633,-74.64599609,-80.52062988,-79.47387695
848.4000244,-77.6763916,-74.64599609,-80.55419922,-79.38842773
848.5999756,-77.6550293,-74.63378906,-80.57861328,-79.44641113
848.7999878,-77.67333984,-74.64904785,-80.61828613,-79.45556641
849,-77.68859863,-74.63378906,-80.59082031,-79.44641113
849.2000122,-77.66723633,-74.60021973,-80.56030273,-79.48303223
849.4000244,-77.68859863,-74.62768555,-80.63659668,-79.51660156
849.5999756,-77.6763916,-74.62158203,-80.6427002,-79.50744629
849.7999878,-77.70690918,-74.60632324,-80.59387207,-79.4921875
850,-77.66418457,-74.60021973,-80.58776855,-79.55932617
850.2000122,-77.68859863,-74.56970215,-80.5480957,-79.52575684
850.4000244,-77.73742676,-74.56359863,-80.55419922,-79.52270508
850.5999756,-77.72827148,-74.57275391,-80.50842285,-79.45861816
850.7999878,-77.7130127,-74.58190918,-80.54199219,-79.4708252
851,-77.7130127,-74.56970215,-80.56335449,-79.45861816
851.2000122,-77.72521973,-74.5513916,-80.58166504,-79.43115234
851.4000244,-77.66723633,-74.54223633,-80.53283691,-79.43725586
851.5999756,-77.70690918,-74.52697754,-80.49316406,-79.45861816
851.7999878,-77.67333984,-74.50866699,-80.54199219,-79.48608398
852,-77.65197754,-74.51477051,-80.56335449,-79.47998047
852.2000122,-77.69470215,-74.53918457,-80.50231934,-79.45556641
852.4000244,-77.69775391,-74.51171875,-80.49926758,-79.47692871
852.5999756,-77.68249512,-74.49951172,-80.45043945,-79.51049805
852.7999878,-77.70385742,-74.51782227,-80.47790527,-79.47998047
853,-77.7130127,-74.49951172,-80.50842285,-79.47692871
853.2000122,-77.73742676,-74.4934082,-80.40771484,-79.51049805
853.4000244,-77.69165039,-74.46289063,-80.50842285,-79.49829102
853.5999756,-77.69775391,-74.44763184,-80.49316406,-79.47387695
853.7999878,-77.70385742,-74.48120117,-80.49316406,-79.48608398
854,-77.6763916,-74.45373535,-80.45959473,-79.4921875
854.2000122,-77.67028809,-74.45678711,-80.48400879,-79.43115234
854.4000244,-77.66723633,-74.45678711,-80.48706055,-79.48608398
854.5999756,-77.6550293,-74.47509766,-80.4901123,-79.47387695
854.7999878,-77.6763916,-74.44763184,-80.43823242,-79.50134277
855,-77.67028809,-74.42626953,-80.38024902,-79.54711914
855.2000122,-77.66418457,-74.42321777,-80.30395508,-79.44946289
855.4000244,-77.67333984,-74.40490723,-80.31005859,-79.41589355
855.5999756,-77.68859863,-74.38049316,-80.30090332,-79.44030762
855.7999878,-77.68554688,-74.42016602,-80.2947998,-79.48913574
856,-77.66723633,-74.37438965,-80.27038574,-79.50439453
856.2000122,-77.66723633,-74.38659668,-80.30090332,-79.49523926
856.4000244,-77.68554688,-74.37744141,-80.30395508,-79.44641113
856.5999756,-77.65197754,-74.3560791,-80.23986816,-79.49829102
856.7999878,-77.63977051,-74.36218262,-80.22766113,-79.45861816
857,-77.64892578,-74.36523438,-80.25817871,-79.47387695
857.2000122,-77.66113281,-74.34997559,-80.1940918,-79.51660156
857.4000244,-77.64892578,-74.30725098,-80.13305664,-79.44946289
857.5999756,-77.6550293,-74.28283691,-80.14526367,-79.39453125
857.7999878,-77.64587402,-74.2980957,-80.17883301,-79.40673828
858,-77.69470215,-74.30419922,-80.14526367,-79.48303223
858.2000122,-77.63977051,-74.28283691,-80.09033203,-79.50134277
858.4000244,-77.62145996,-74.27368164,-80.03845215,-79.48608398
858.5999756,-77.68249512,-74.25842285,-80.03540039,-79.43115234
858.7999878,-77.69470215,-74.24621582,-80.01098633,-79.42504883
859,-77.70690918,-74.21875,-79.98962402,-79.40673828
859.2000122,-77.73742676,-74.20043945,-79.97436523,-79.48608398
859.4000244,-77.70385742,-74.23095703,-79.90722656,-79.46166992
859.5999756,-77.67944336,-74.16687012,-79.92858887,-79.4342041
859.7999878,-77.71606445,-74.17907715,-79.94384766,-79.4128418
860,-77.7130127,-74.15466309,-79.91943359,-79.46472168
860.2000122,-77.73132324,-74.13024902,-79.85839844,-79.44335938
860.4000244,-77.70080566,-74.12414551,-79.83093262,-79.39453125
860.5999756,-77.74353027,-74.09057617,-79.83703613,-79.39453125
860.7999878,-77.76794434,-74.07836914,-79.81872559,-79.46166992
861,-77.76184082,-74.06616211,-79.81872559,-79.41894531
861.2000122,-77.78320313,-74.02954102,-79.75463867,-79.46777344
861.4000244,-77.81677246,-74.02954102,-79.72106934,-79.44946289
861.5999756,-77.84423828,-73.98071289,-79.79736328,-79.52880859
861.7999878,-77.85644531,-73.95629883,-79.80957031,-79.44030762
862,-77.81066895,-73.94714355,-79.84924316,-79.42810059
862.2000122,-77.86865234,-73.91052246,-79.7454834,-79.47998047
862.4000244,-77.83203125,-73.88000488,-79.7668457,-79.50439453
862.5999756,-77.82897949,-73.86169434,-79.78210449,-79.4921875
862.7999878,-77.8137207,-73.84338379,-79.75158691,-79.51049805
863,-77.82592773,-73.82507324,-79.73937988,-79.48913574
863.2000122,-77.80456543,-73.79760742,-79.77905273,-79.55932617
863.4000244,-77.80456543,-73.79455566,-79.77905273,-79.56848145
863.5999756,-77.88085938,-73.76708984,-79.78820801,-79.50134277
863.7999878,-77.83508301,-73.7121582,-79.71496582,-79.49829102
864,-77.8717041,-73.68164063,-79.71801758,-79.5135498
864.2000122,-77.87780762,-73.71826172,-79.71496582,-79.51660156
864.4000244,-77.86865234,-73.6541748,-79.71496582,-79.53491211
864.5999756,-77.85644531,-73.66333008,-79.70581055,-79.51660156
864.7999878,-77.89001465,-73.64501953,-79.71191406,-79.54711914
865,-77.89001465,-73.59619141,-79.75463867,-79.53796387
865.2000122,-77.86865234,-73.56567383,-79.76074219,-79.5501709
865.4000244,-77.89611816,-73.55651855,-79.75769043,-79.61120605
865.5999756,-77.89916992,-73.55041504,-79.78210449,-79.56237793
865.7999878,-77.86865234,-73.52600098,-79.81262207,-79.52270508
866,-77.84729004,-73.53820801,-79.83093262,-79.60205078
866.2000122,-77.89306641,-73.50158691,-79.79431152,-79.6295166
866.4000244,-77.89306641,-73.48937988,-79.73327637,-79.63256836
866.5999756,-77.88391113,-73.46191406,-79.80957031,-79.58984375
866.7999878,-77.88085938,-73.42224121,-79.77905273,-79.61425781
867,-77.84118652,-73.39782715,-79.76379395,-79.5715332
867.2000122,-77.89916992,-73.42224121,-79.71496582,-79.55627441
867.4000244,-77.89001465,-73.41003418,-79.76379395,-79.59594727
867.5999756,-77.88391113,-73.39172363,-79.77905273,-79.57763672
867.7999878,-77.95410156,-73.37036133,-79.78515625,-79.61120605
868,-77.96630859,-73.35205078,-79.77294922,-79.59594727
868.2000122,-77.94494629,-73.33374023,-79.78820801,-79.62341309
868.4000244,-77.92663574,-73.32763672,-79.7668457,-79.63867188
868.5999756,-77.93579102,-73.29711914,-79.81262207,-79.6295166
868.7999878,-77.91442871,-73.26660156,-79.80957031,-79.6081543
869,-77.90527344,-73.25744629,-79.75463867,-79.59594727
869.2000122,-77.93273926,-73.26660156,-79.68139648,-79.57458496
869.4000244,-77.92053223,-73.21777344,-79.76074219,-79.59289551
869.5999756,-77.90527344,-73.19030762,-79.7668457,-79.6081543
869.7999878,-77.92663574,-73.20861816,-79.76379395,-79.56237793
870,-77.93884277,-73.19030762,-79.78515625,-79.56848145
870.2000122,-77.91748047,-73.16589355,-79.87365723,-79.63256836
870.4000244,-77.86560059,-73.17810059,-79.7454834,-79.66308594
870.5999756,-77.89306641,-73.13232422,-79.74243164,-79.60205078
870.7999878,-77.85339355,-73.14453125,-79.73022461,-79.58679199
871,-77.8717041,-73.13842773,-79.72412109,-79.58984375
871.2000122,-77.9083252,-73.11096191,-79.71191406,-79.58068848
871.4000244,-77.88085938,-73.09875488,-79.72106934,-79.60510254
871.5999756,-77.89001465,-73.07434082,-79.66003418,-79.58068848
871.7999878,-77.8717041,-73.03161621,-79.61730957,-79.58374023
872,-77.89001465,-73.04077148,-79.63562012,-79.56542969
872.2000122,-77.87780762,-73.01330566,-79.63256836,-79.59289551
872.4000244,-77.89611816,-73.00109863,-79.63256836,-79.60205078
872.5999756,-77.86254883,-72.98278809,-79.62341309,-79.61730957
872.7999878,-77.86865234,-72.9675293,-79.61425781,-79.52270508
873,-77.86254883,-72.95837402,-79.59899902,-79.56848145
873.2000122,-77.88085938,-72.93701172,-79.59899902,-79.59594727
873.4000244,-77.91137695,-72.94616699,-79.53186035,-79.54406738
873.5999756,-77.91137695,-72.9309082,-79.54406738,-79.55322266
873.7999878,-77.92053223,-72.89428711,-79.51965332,-79.54406738
874,-77.95715332,-72.87597656,-79.54101563,-79.58374023
874.2000122,-77.96936035,-72.85766602,-79.5135498,-79.53491211
874.4000244,-77.96325684,-72.84851074,-79.50439453,-79.51660156
874.5999756,-77.97241211,-72.82409668,-79.58068848,-79.56542969
874.7999878,-77.93884277,-72.80883789,-79.53796387,-79.56542969
875,-77.94799805,-72.78137207,-79.54101563,-79.55932617
875.2000122,-77.98156738,-72.78747559,-79.51049805,-79.59594727
875.4000244,-77.97241211,-72.7722168,-79.50134277,-79.53186035
875.5999756,-77.99377441,-72.78137207,-79.47387695,-79.54711914
875.7999878,-77.99377441,-72.7722168,-79.49829102,-79.56542969
876,-78.03955078,-72.72644043,-79.50134277,-79.51049805
876.2000122,-78.02429199,-72.72338867,-79.45251465,-79.52270508
876.4000244,-77.97546387,-72.72033691,-79.52575684,-79.55932617
876.5999756,-77.9876709,-72.70812988,-79.54101563,-79.54406738
876.7999878,-77.98461914,-72.6776123,-79.53491211,-79.45861816
877,-77.97546387,-72.68066406,-79.53186035,-79.50439453
877.2000122,-78.0090332,-72.65319824,-79.4921875,-79.49829102
877.4000244,-78.01513672,-72.62878418,-79.4921875,-79.46472168
877.5999756,-77.97546387,-72.62878418,-79.48913574,-79.44641113
877.7999878,-77.97241211,-72.61352539,-79.48608398,-79.48913574
878,-77.97241211,-72.61962891,-79.48913574,-79.39758301
878.2000122,-78.04260254,-72.61352539,-79.48913574,-79.51049805
878.4000244,-78.03039551,-72.57385254,-79.52270508,-79.49829102
878.5999756,-78.01513672,-72.60437012,-79.49829102,-79.49523926
878.7999878,-77.98461914,-72.56469727,-79.49523926,-79.41894531
879,-77.9876709,-72.58605957,-79.5135498,-79.44030762
879.2000122,-77.99682617,-72.58300781,-79.55627441,-79.50439453
879.4000244,-77.96325684,-72.56469727,-79.50439453,-79.51049805
879.5999756,-77.99377441,-72.55249023,-79.49829102,-79.4708252
879.7999878,-77.9876709,-72.55249023,-79.52270508,-79.4342041
880,-77.9876709,-72.55859375,-79.44946289,-79.44335938
880.2000122,-78.00598145,-72.54943848,-79.51049805,-79.47692871
880.4000244,-78.04870605,-72.53417969,-79.52880859,-79.4921875
880.5999756,-78.01818848,-72.49755859,-79.5135498,-79.45861816
880.7999878,-77.99987793,-72.53112793,-79.48913574,-79.50744629
881,-78.00292969,-72.48840332,-79.50744629,-79.53186035
881.2000122,-77.99072266,-72.49145508,-79.49523926,-79.50744629
881.4000244,-77.97546387,-72.47924805,-79.48913574,-79.4921875
881.5999756,-77.97851563,-72.50366211,-79.55322266,-79.53186035
881.7999878,-77.9876709,-72.48535156,-79.54711914,-79.5135498
882,-78.01208496,-72.45788574,-79.54101563,-79.50744629
882.2000122,-78.03955078,-72.4822998,-79.57763672,-79.45556641
882.4000244,-78.01208496,-72.47314453,-79.53491211,-79.44946289
882.5999756,-78.01818848,-72.4822998,-79.52575684,-79.4708252
882.7999878,-78.0090332,-72.45788574,-79.50744629,-79.52880859
883,-78.04870605,-72.45483398,-79.52880859,-79.50439453
883.2000122,-77.99987793,-72.45483398,-79.51660156,-79.44030762
883.4000244,-78.01513672,-72.41821289,-79.59289551,-79.4921875
883.5999756,-78.0670166,-72.40905762,-79.5715332,-79.53491211
883.7999878,-78.02734375,-72.38464355,-79.54406738,-79.50744629
884,-78.03039551,-72.36633301,-79.51965332,-79.53186035
884.2000122,-78.03039551,-72.3449707,-79.51049805,-79.56237793
884.4000244,-78.06396484,-72.37243652,-79.52575684,-79.56237793
884.5999756,-78.05786133,-72.34802246,-79.56848145,-79.54101563
884.7999878,-78.0456543,-72.35412598,-79.65698242,-79.49523926
885,-78.03344727,-72.34802246,-79.66308594,-79.51965332
885.2000122,-78.01818848,-72.35107422,-79.62646484,-79.53186035
885.4000244,-78.03955078,-72.32971191,-79.64477539,-79.57458496
885.5999756,-77.99682617,-72.30529785,-79.7088623,-79.57763672
885.7999878,-78.01818848,-72.31750488,-79.68139648,-79.57458496
886,-77.97241211,-72.29309082,-79.68139648,-79.55322266
886.2000122,-77.99377441,-72.29919434,-79.67529297,-79.56542969
886.4000244,-77.97851563,-72.26867676,-79.66308594,-79.60510254
886.5999756,-77.99377441,-72.27478027,-79.6661377,-79.61425781
886.7999878,-77.9510498,-72.2869873,-79.74853516,-79.55932617
887,-77.94494629,-72.26257324,-79.77600098,-79.59289551
887.2000122,-77.9296875,-72.25341797,-79.76989746,-79.60510254
887.4000244,-77.93884277,-72.25341797,-79.8034668,-79.58374023
887.5999756,-77.93884277,-72.22900391,-79.79736328,-79.61425781
887.7999878,-77.91137695,-72.2442627,-79.79431152,-79.66918945
888,-77.9296875,-72.2442627,-79.84008789,-79.65393066
888.2000122,-77.93579102,-72.24121094,-79.80957031,-79.64477539
888.4000244,-77.91442871,-72.23815918,-79.82788086,-79.70275879
888.5999756,-77.9296875,-72.23815918,-79.82177734,-79.69665527
888.7999878,-77.94189453,-72.19543457,-79.82177734,-79.65393066
889,-77.90222168,-72.21984863,-79.83398438,-79.63562012
889.2000122,-77.91442871,-72.18322754,-79.85534668,-79.61730957
889.4000244,-77.94799805,-72.19238281,-79.88586426,-79.6875
889.5999756,-77.90527344,-72.16796875,-79.9407959,-79.66918945
889.7999878,-77.94189453,-72.1862793,-79.96520996,-79.71191406
890,-77.94189453,-72.18322754,-79.89501953,-79.65698242
890.2000122,-77.9510498,-72.17102051,-79.8614502,-79.7088623
890.4000244,-77.97241211,-72.17712402,-79.85229492,-79.66003418
890.5999756,-78.0090332,-72.15881348,-79.85839844,-79.70275879
890.7999878,-77.98461914,-72.16491699,-79.79736328,-79.66918945
891,-77.93884277,-72.14355469,-79.93469238,-79.66308594
891.2000122,-77.95410156,-72.14355469,-79.87976074,-79.66918945
891.4000244,-77.93579102,-72.1496582,-79.84924316,-79.71801758
891.5999756,-77.93884277,-72.1496582,-79.87670898,-79.68444824
891.7999878,-77.96020508,-72.13439941,-79.91943359,-79.73937988
892,-77.97241211,-72.13745117,-79.84008789,-79.66918945
892.2000122,-77.97241211,-72.12219238,-79.79125977,-79.66918945
892.4000244,-77.95410156,-72.12524414,-79.76379395,-79.64172363
892.5999756,-77.98156738,-72.11914063,-79.77905273,-79.61120605
892.7999878,-77.98156738,-72.11914063,-79.78210449,-79.6661377
893,-77.96325684,-72.11608887,-79.82177734,-79.67834473
893.2000122,-78.00598145,-72.10083008,-79.81262207,-79.63867188
893.4000244,-78.01513672,-72.13134766,-79.80957031,-79.62341309
893.5999756,-78.00292969,-72.11914063,-79.78820801,-79.58068848
893.7999878,-78.02734375,-72.11608887,-79.78515625,-79.7088623
894,-78.03649902,-72.13439941,-79.77600098,-79.64477539
894.2000122,-78.05786133,-72.10693359,-79.77600098,-79.6295166
894.4000244,-78.05786133,-72.11608887,-79.73022461,-79.63562012
894.5999756,-78.04870605,-72.09472656,-79.76074219,-79.64782715
894.7999878,-78.09143066,-72.11608887,-79.75158691,-79.58374023
895,-78.08532715,-72.10083008,-79.75769043,-79.62646484
895.2000122,-78.09448242,-72.10083008,-79.72717285,-79.64782715
895.4000244,-78.13415527,-72.07336426,-79.66308594,-79.67834473
895.5999756,-78.13110352,-72.10388184,-79.7088623,-79.64782715
895.7999878,-78.13110352,-72.13134766,-79.70581055,-79.67529297
896,-78.03649902,-72.10693359,-79.70275879,-79.64172363
896.2000122,-78.05786133,-72.10388184,-79.69665527,-79.61730957
896.4000244,-78.09143066,-72.09777832,-79.63256836,-79.59594727
896.5999756,-78.125,-72.09472656,-79.68139648,-79.63256836
896.7999878,-78.09143066,-72.08862305,-79.72717285,-79.63256836
897,-78.06091309,-72.10083008,-79.65393066,-79.62646484
897.2000122,-78.07312012,-72.11608887,-79.6295166,-79.63256836
897.4000244,-78.07922363,-72.11303711,-79.6661377,-79.61730957
897.5999756,-78.06396484,-72.10998535,-79.62341309,-79.60510254
897.7999878,-78.07312012,-72.13134766,-79.65087891,-79.58068848
898,-78.08837891,-72.12219238,-79.6081543,-79.66308594
898.2000122,-78.07312012,-72.1282959,-79.62341309,-79.67834473
898.4000244,-78.07617188,-72.10083008,-79.6081543,-79.62036133
898.5999756,-78.07922363,-72.08251953,-79.57458496,-79.6081543
898.7999878,-78.07312012,-72.08557129,-79.60205078,-79.63867188
899,-78.05480957,-72.07641602,-79.61730957,-79.67529297
899.2000122,-78.05480957,-72.08862305,-79.62341309,-79.72106934
899.4000244,-78.0456543,-72.0703125,-79.63867188,-79.6661377
899.5999756,-78.02429199,-72.08557129,-79.63256836,-79.67529297
899.7999878,-78.0456543,-72.08557129,-79.62036133,-79.71496582
900,-78.05480957,-72.06726074,-79.75158691,-79.66308594
900.2000122,-78.05175781,-72.05200195,-79.68444824,-79.67834473
900.4000244,-78.03039551,-72.03369141,-79.62646484,-79.65698242
900.5999756,-78.04870605,-72.00622559,-79.68444824,-79.65698242
900.7999878,-78.05175781,-72.03674316,-79.64477539,-79.65393066
901,-78.02124023,-72.00622559,-79.67834473,-79.67224121
901.2000122,-77.98156738,-72.00622559,-79.68139648,-79.64782715
901.4000244,-77.9876709,-71.97265625,-79.63867188,-79.68444824
901.5999756,-77.98461914,-72.00012207,-79.65698242,-79.62036133
901.7999878,-77.96630859,-72.00927734,-79.68444824,-79.69055176
902,-77.96020508,-71.9909668,-79.70275879,-79.71496582
902.2000122,-77.97241211,-72.02453613,-79.78210449,-79.73022461
902.4000244,-77.99072266,-71.98181152,-79.77905273,-79.69970703
902.5999756,-77.97546387,-72.00927734,-79.69360352,-79.73022461
902.7999878,-77.96936035,-71.98181152,-79.71191406,-79.75158691
903,-77.94494629,-71.98486328,-79.75463867,-79.7454834
903.2000122,-77.9296875,-71.97570801,-79.73937988,-79.72106934
903.4000244,-77.92053223,-71.94824219,-79.79431152,-79.67224121
903.5999756,-77.94189453,-71.93908691,-79.77600098,-79.69055176
903.7999878,-77.92663574,-71.96655273,-79.74243164,-79.74853516
904,-77.87475586,-71.97875977,-79.8034668,-79.72717285
904.2000122,-77.89001465,-71.93603516,-79.84008789,-79.74243164
904.4000244,-77.93579102,-71.94824219,-79.81262207,-79.76074219
904.5999756,-77.88696289,-71.92687988,-79.81872559,-79.76989746
904.7999878,-77.8717041,-71.92077637,-79.83093262,-79.76989746
905,-77.81677246,-71.90551758,-79.84008789,-79.77294922
905.2000122,-77.81677246,-71.90551758,-79.85839844,-79.7668457
905.4000244,-77.80761719,-71.94824219,-79.85534668,-79.79431152
905.5999756,-77.85949707,-71.90856934,-79.84008789,-79.80957031
905.7999878,-77.78625488,-71.90551758,-79.84313965,-79.8248291
906,-77.81066895,-71.86584473,-79.87365723,-79.77294922
906.2000122,-77.81982422,-71.85058594,-79.84924316,-79.8614502
906.4000244,-77.78015137,-71.86279297,-79.8034668,-79.83703613
906.5999756,-77.74963379,-71.86584473,-79.83398438,-79.8034668
906.7999878,-77.74963379,-71.87194824,-79.91333008,-79.79431152
907,-77.75878906,-71.85058594,-79.92248535,-79.77294922
907.2000122,-77.77099609,-71.86279297,-79.92248535,-79.80957031
907.4000244,-77.70080566,-71.82006836,-79.87670898,-79.83093262
907.5999756,-77.734375,-71.83837891,-79.89196777,-79.83398438
907.7999878,-77.74353027,-71.83532715,-79.90722656,-79.8248291
908,-77.69165039,-71.80480957,-79.91027832,-79.83703613
908.2000122,-77.73132324,-71.82922363,-79.99572754,-79.87365723
908.4000244,-77.68554688,-71.82617188,-79.99267578,-79.86450195
908.5999756,-77.67333984,-71.82312012,-79.9987793,-79.87976074
908.7999878,-77.67028809,-71.81396484,-80.03540039,-79.91027832
909,-77.70385742,-71.81091309,-79.9987793,-79.9407959
909.2000122,-77.66418457,-71.78344727,-79.97741699,-79.89807129
909.4000244,-77.64892578,-71.78649902,-80.01098633,-79.84008789
909.5999756,-77.63977051,-71.78344727,-80.04150391,-79.85229492
909.7999878,-77.68249512,-71.78955078,-79.98352051,-79.87976074
910,-77.64587402,-71.76818848,-79.99572754,-79.88891602
910.2000122,-77.60925293,-71.78649902,-79.96520996,-79.85229492
910.4000244,-77.59094238,-71.77429199,-79.97436523,-79.92553711
910.5999756,-77.61230469,-71.78955078,-79.91333008,-79.89196777
910.7999878,-77.5970459,-71.75598145,-79.98046875,-79.83398438
911,-77.58789063,-71.79870605,-80.01098633,-79.79736328
911.2000122,-77.5970459,-71.78039551,-79.9987793,-79.79431152
911.4000244,-77.58178711,-71.75598145,-79.98046875,-79.82177734
911.5999756,-77.53295898,-71.76513672,-79.97436523,-79.89196777
911.7999878,-77.52990723,-71.78039551,-79.93469238,-79.84313965
912,-77.55737305,-71.7590332,-79.91027832,-79.83703613
912.2000122,-77.57873535,-71.79260254,-79.91333008,-79.81567383
912.4000244,-77.55126953,-71.78649902,-79.88586426,-79.84619141
912.5999756,-77.53295898,-71.81396484,-79.91027832,-79.85839844
912.7999878,-77.55737305,-71.78344727,-79.90112305,-79.82177734
913,-77.54821777,-71.76818848,-79.91333008,-79.82177734
913.2000122,-77.51464844,-71.75292969,-79.92248535,-79.87365723
913.4000244,-77.49023438,-71.76818848,-79.88586426,-79.87365723
913.5999756,-77.45056152,-71.78955078,-79.86755371,-79.85534668
913.7999878,-77.49328613,-71.77429199,-79.83093262,-79.84619141
914,-77.50549316,-71.77429199,-79.80651855,-79.79736328
914.2000122,-77.49328613,-71.79260254,-79.84619141,-79.83703613
914.4000244,-77.4597168,-71.78039551,-79.84619141,-79.83093262
914.5999756,-77.42919922,-71.81091309,-79.81872559,-79.84619141
914.7999878,-77.43835449,-71.79260254,-79.79125977,-79.85839844
915,-77.47497559,-71.76818848,-79.76379395,-79.81262207
915.2000122,-77.42004395,-71.77734375,-79.76989746,-79.79125977
915.4000244,-77.41088867,-71.81091309,-79.77905273,-79.81567383
915.5999756,-77.4017334,-71.7956543,-79.81567383,-79.85839844
915.7999878,-77.41394043,-71.81091309,-79.78210449,-79.77294922
