Control Time [ms],WT,KCNQ1-p.R190W,KCNQ1-p.R594Q,KCNQ1-p.R190W & KCNQ1-p.R594Q,KCNQ1-p.A341V,KCNH2-p.R366X,KCNH2-p.A561V
22.1,7.510104,26.941008,-86.366196,79.034904,-13.053276,-29.682792,-51.080628
22.2,7.033272,26.404572,-86.783424,78.558072,-13.172484,-29.384772,-51.199836
22.3,7.15248,26.285364,-86.12778,79.034904,-12.81486,-29.027148,-50.842212
22.4,7.569708,25.92774,-86.4258,78.200448,-12.874464,-28.788732,-50.842212
22.5,7.74852,25.808532,-86.4258,77.664012,-13.053276,-28.669524,-51.080628
22.6,7.986936,25.570116,-86.246988,77.425596,-12.755256,-28.848336,-51.140232
22.7,7.867728,25.510512,-86.12778,77.306388,-12.81486,-29.20596,-51.25944
22.8,7.629312,25.570116,-86.008572,76.88916,-13.053276,-28.967544,-50.842212
22.9,7.390896,25.212492,-85.889364,76.531536,-12.755256,-29.027148,-49.948152
23,7.986936,24.974076,-86.008572,76.412328,-12.159216,-28.967544,-49.530924
23.1,8.04654,25.689324,-85.591344,76.829556,-12.278424,-28.60992,-50.842212
23.2,7.271688,25.450908,-85.650948,76.114308,-12.457236,-28.669524,-50.36538
23.3,7.331292,24.854868,-85.591344,74.743416,-12.695652,-28.669524,-50.36538
23.4,7.808124,24.556848,-85.53174,74.683812,-12.755256,-28.490712,-50.723004
23.5,7.510104,24.258828,-85.53174,75.458664,-12.159216,-28.788732,-51.199836
23.6,7.986936,24.258828,-85.53174,75.10104,-12.099612,-28.371504,-51.021024
23.7,8.404164,24.020412,-85.53174,74.862624,-12.397632,-27.894672,-50.544192
23.8,8.165748,23.901204,-85.53174,74.028168,-12.099612,-27.775464,-50.544192
23.9,7.808124,23.662788,-85.174116,73.31292,-11.62278,-27.835068,-50.842212
24,7.808124,23.901204,-85.412532,73.432128,-12.040008,-27.835068,-50.246172
24.1,7.808124,23.8416,-85.352928,72.955296,-12.51684,-27.835068,-50.186568
24.2,7.688916,23.24556,-85.23372,72.180444,-12.397632,-27.835068,-50.246172
24.3,7.331292,23.066748,-85.114512,72.180444,-12.278424,-27.894672,-51.021024
24.4,7.4505,23.24556,-85.114512,72.836088,-12.099612,-27.656256,-51.080628
24.5,7.569708,23.007144,-85.23372,72.061236,-12.397632,-27.775464,-50.723004
24.6,7.4505,22.887936,-85.054908,71.942028,-12.457236,-28.073484,-50.424984
24.7,7.629312,22.589916,-84.756888,72.061236,-12.099612,-27.656256,-50.544192
24.8,7.390896,22.470708,-84.280056,71.465196,-11.861196,-27.775464,-50.484588
24.9,7.510104,22.232292,-84.63768,71.405592,-12.278424,-27.894672,-50.305776
25,7.867728,21.874668,-84.220452,71.107572,-12.338028,-27.477444,-50.305776
25.1,7.986936,21.815064,-84.220452,70.809552,-11.9208,-27.41784,-50.007756
25.2,7.986936,21.75546,-83.862828,70.392324,-11.741988,-27.537048,-49.948152
25.3,8.04654,21.45744,-83.4456,69.677076,-12.397632,-27.537048,-49.828944
25.4,7.867728,20.980608,-83.982036,70.094304,-12.159216,-27.477444,-50.424984
25.5,7.808124,21.099816,-84.101244,69.915492,-11.503572,-27.179424,-50.484588
25.6,7.927332,20.801796,-83.982036,68.84262,-11.62278,-27.239028,-51.319044
25.7,7.331292,20.742192,-83.266788,68.961828,-11.563176,-27.239028,-50.842212
25.8,7.4505,20.980608,-83.028372,68.961828,-11.145948,-26.941008,-50.06736
25.9,8.106144,20.8614,-83.326392,68.84262,-11.205552,-27.060216,-50.544192
26,7.808124,20.801796,-83.14758,68.723412,-12.040008,-27.11982,-50.424984
26.1,7.688916,20.8614,-83.505204,68.604204,-11.861196,-26.762196,-49.709736
26.2,8.165748,20.503776,-83.862828,68.24658,-11.503572,-26.881404,-49.650132
26.3,7.688916,20.384568,-83.4456,67.114104,-12.159216,-26.941008,-48.636864
26.4,7.4505,20.086548,-82.968768,66.875688,-12.040008,-26.881404,-49.292508
26.5,8.165748,19.609716,-82.55154,67.233312,-11.02674,-26.583384,-50.305776
26.6,8.404164,19.252092,-82.730352,67.412124,-11.443968,-26.642988,-50.06736
26.7,8.165748,19.311696,-82.730352,67.173708,-11.563176,-26.642988,-49.888548
26.8,8.404164,19.013676,-82.372728,66.935292,-11.145948,-26.52378,-49.828944
26.9,8.582976,19.192488,-82.968768,66.518064,-11.682384,-26.583384,-49.530924
27,8.582976,19.311696,-82.84956,65.743212,-11.682384,-26.404572,-49.590528
27.1,8.582976,19.252092,-82.015104,65.683608,-11.443968,-25.987344,-50.126964
27.2,8.404164,19.07328,-82.25352,65.385588,-11.086344,-25.868136,-50.06736
27.3,8.702184,18.77526,-82.193916,65.743212,-11.503572,-26.52378,-49.76934
27.4,8.821392,18.358032,-82.313124,65.981628,-11.563176,-26.404572,-49.709736
27.5,8.463768,18.298428,-82.432332,65.147172,-11.443968,-26.285364,-49.709736
27.6,8.404164,18.358032,-81.776688,64.908756,-11.443968,-26.464176,-50.126964
27.7,8.463768,18.17922,-82.432332,64.610736,-10.967136,-26.22576,-50.36538
27.8,8.225352,18.17922,-82.491936,63.77628,-10.788324,-26.166156,-49.709736
27.9,8.165748,18.060012,-82.015104,63.77628,-11.086344,-26.642988,-49.352112
28,8.165748,17.761992,-81.9555,64.193508,-10.907532,-26.404572,-49.411716
28.1,7.74852,17.58318,-81.836292,64.193508,-11.086344,-25.987344,-49.232904
28.2,7.331292,17.8812,-82.193916,63.895488,-10.907532,-26.106552,-49.054092
28.3,7.808124,17.761992,-81.65748,63.537864,-11.205552,-26.106552,-48.934884
28.4,7.74852,17.702388,-81.299856,63.418656,-11.265156,-25.868136,-48.87528
28.5,7.986936,17.404368,-81.597876,63.537864,-10.549908,-25.748928,-49.054092
28.6,8.404164,17.106348,-81.597876,63.299448,-10.669116,-25.987344,-49.709736
28.7,8.463768,17.165952,-81.9555,62.643804,-10.847928,-25.987344,-49.47132
28.8,8.404164,17.165952,-81.65748,62.524596,-10.669116,-25.689324,-48.398448
28.9,8.404164,17.046744,-81.001836,61.98816,-11.384364,-25.093284,-48.636864
29,8.225352,16.98714,-80.703816,61.749744,-11.145948,-25.212492,-48.636864
29.1,8.284956,16.808328,-81.299856,61.630536,-10.371096,-25.689324,-48.219636
29.2,8.34456,16.808328,-81.419064,61.868952,-10.311492,-25.62972,-48.636864
29.3,8.34456,16.510308,-80.942232,61.868952,-10.4307,-25.450908,-48.756072
29.4,8.165748,16.09308,-80.525004,61.749744,-10.72872,-25.152888,-49.292508
29.5,7.927332,15.914268,-80.405796,61.451724,-10.609512,-25.152888,-49.47132
29.6,8.761788,16.033476,-80.4654,61.153704,-10.371096,-25.093284,-48.994488
29.7,8.880996,16.450704,-80.16738,60.974892,-10.669116,-24.974076,-48.87528
29.8,8.821392,16.212288,-80.048172,61.034496,-10.907532,-25.152888,-49.054092
29.9,8.463768,15.914268,-80.4654,59.842416,-10.013472,-25.152888,-48.398448
30,8.463768,15.79506,-80.286588,59.782812,-9.596244,-25.093284,-47.921616
30.1,8.821392,15.79506,-79.928964,59.90202,-10.13268,-24.914472,-48.398448
30.2,9.298224,15.854664,-80.226984,59.604,-10.13268,-24.73566,-48.219636
30.3,9.357828,15.616248,-80.405796,59.604,-10.251888,-24.795264,-48.040824
30.4,8.523372,15.020208,-80.048172,59.425188,-10.192284,-24.795264,-48.815676
30.5,8.761788,14.841396,-79.57134,59.186772,-9.596244,-24.795264,-48.696468
30.6,8.761788,15.079812,-79.988568,58.829148,-10.073076,-24.854868,-47.742804
30.7,8.880996,15.258624,-79.809756,58.352316,-10.13268,-24.318432,-47.802408
30.8,8.702184,15.258624,-79.213716,58.173504,-9.655848,-24.13962,-48.338844
30.9,9.119412,15.020208,-79.750152,58.173504,-9.894264,-24.080016,-48.636864
31,9.298224,15.020208,-79.928964,57.875484,-10.4307,-24.080016,-48.517656
31.1,8.9406,14.960604,-79.86936,57.696672,-10.251888,-24.378036,-49.054092
31.2,8.582976,14.722188,-79.154112,57.577464,-9.715452,-24.43764,-48.040824
31.3,9.357828,14.424168,-78.9753,57.279444,-9.655848,-24.318432,-47.98122
31.4,9.417432,13.887732,-79.332924,57.041028,-9.655848,-23.662788,-48.458052
31.5,8.821392,14.126148,-79.332924,56.92182,-9.775056,-23.901204,-48.338844
31.6,8.702184,14.424168,-79.213716,56.743008,-10.251888,-24.080016,-47.504388
31.7,9.23862,14.00694,-78.9753,56.6238,-9.953868,-24.080016,-47.802408
31.8,9.298224,14.066544,-78.796488,56.92182,-9.775056,-24.258828,-48.100428
31.9,8.880996,13.887732,-78.9753,56.981424,-10.013472,-24.080016,-47.98122
32,8.821392,13.70892,-78.796488,56.802612,-9.894264,-23.424372,-48.040824
32.1,8.761788,13.4109,-78.736884,56.087364,-9.775056,-23.424372,-48.338844
32.2,8.582976,13.530108,-78.9753,56.206572,-9.53664,-23.781996,-47.98122
32.3,8.225352,13.887732,-78.856092,55.610532,-9.357828,-23.960808,-47.802408
32.4,8.106144,13.291692,-78.67728,55.908552,-9.715452,-23.603184,-47.742804
32.5,8.404164,13.11288,-78.558072,56.02776,-9.715452,-23.603184,-48.100428
32.6,8.284956,13.470504,-78.37926,55.491324,-9.298224,-23.483976,-48.040824
32.7,8.225352,13.172484,-78.319656,55.550928,-9.596244,-23.24556,-47.98122
32.8,8.463768,12.993672,-78.319656,55.193304,-9.775056,-23.483976,-48.219636
32.9,8.9406,13.053276,-78.558072,55.550928,-9.298224,-23.662788,-47.325576
33,9.119412,13.70892,-77.902428,55.491324,-8.821392,-23.305164,-47.146764
33.1,8.821392,13.470504,-77.4852,55.193304,-9.417432,-23.185956,-47.802408
33.2,8.702184,13.172484,-77.902428,54.776076,-9.596244,-23.364768,-47.921616
33.3,8.880996,13.351296,-77.842824,55.193304,-9.53664,-23.305164,-46.669932
33.4,8.9406,13.11288,-77.604408,55.074096,-9.298224,-23.364768,-46.371912
33.5,8.9406,12.636048,-77.4852,54.478056,-9.179016,-23.007144,-46.78914
33.6,9.357828,12.51684,-77.723616,54.23964,-9.53664,-22.828332,-47.742804
33.7,9.23862,12.576444,-77.544804,54.478056,-9.596244,-23.126352,-47.38518
33.8,8.880996,12.576444,-77.008368,54.23964,-8.821392,-23.007144,-46.431516
33.9,8.702184,12.397632,-77.127576,53.822412,-9.23862,-22.887936,-46.908348
34,8.821392,12.278424,-77.425596,53.822412,-8.761788,-22.828332,-46.908348
34.1,8.761788,11.980404,-77.723616,53.583996,-8.761788,-22.828332,-46.78914
34.2,9.000204,11.9208,-77.664012,53.405184,-9.23862,-22.828332,-47.08716
34.3,8.9406,11.801592,-77.365992,54.23964,-9.179016,-23.066748,-47.206368
34.4,8.880996,11.682384,-77.127576,53.762808,-9.119412,-22.94754,-47.206368
34.5,8.702184,11.741988,-76.88916,53.285976,-9.655848,-22.589916,-46.669932
34.6,9.059808,11.9208,-77.18718,53.524392,-9.655848,-22.94754,-47.146764
34.7,8.880996,11.980404,-77.306388,53.04756,-9.596244,-22.887936,-47.027556
34.8,8.64258,11.801592,-76.769952,52.630332,-9.119412,-22.411104,-46.908348
34.9,9.179016,11.682384,-77.008368,52.213104,-8.880996,-22.709124,-47.265972
35,9.655848,11.62278,-77.008368,51.85548,-8.880996,-22.828332,-46.967952
35.1,9.417432,11.145948,-76.710348,52.1535,-8.9406,-22.411104,-46.729536
35.2,9.596244,10.967136,-76.829556,52.630332,-9.298224,-22.411104,-46.610328
35.3,9.23862,11.145948,-76.88916,52.391916,-9.119412,-22.589916,-46.610328
35.4,8.880996,11.205552,-76.471932,51.497856,-8.702184,-22.291896,-46.1931
35.5,9.23862,10.669116,-76.650744,51.25944,-8.880996,-22.232292,-45.59706
35.6,9.179016,11.02674,-76.531536,51.676668,-9.298224,-22.411104,-45.477852
35.7,9.596244,11.086344,-76.412328,51.319044,-9.179016,-22.291896,-46.1931
35.8,9.477036,10.669116,-76.531536,51.021024,-9.179016,-22.232292,-46.908348
35.9,8.702184,10.72872,-76.531536,50.723004,-9.357828,-22.470708,-46.133496
36,9.000204,10.788324,-76.352724,50.424984,-8.702184,-22.530312,-45.89508
36.1,9.119412,10.847928,-75.935496,50.246172,-8.34456,-22.232292,-46.252704
36.2,9.298224,10.490304,-76.114308,50.424984,-8.880996,-22.232292,-45.89508
36.3,9.596244,10.371096,-75.875892,51.021024,-9.059808,-22.05348,-45.59706
36.4,9.23862,10.371096,-75.637476,50.186568,-8.463768,-21.75546,-45.358644
36.5,8.880996,10.013472,-75.39906,50.06736,-8.523372,-21.517044,-46.252704
36.6,9.298224,10.609512,-75.577872,50.246172,-9.059808,-21.815064,-47.265972
36.7,9.417432,10.549908,-75.756684,49.888548,-9.357828,-21.934272,-46.78914
36.8,9.000204,10.192284,-75.756684,49.352112,-8.523372,-21.993876,-46.312308
36.9,9.23862,10.371096,-75.518268,49.828944,-8.463768,-22.05348,-45.954684
37,9.23862,10.311492,-75.160644,49.828944,-8.761788,-21.636252,-45.656664
37.1,8.9406,10.073076,-75.041436,49.411716,-8.9406,-21.636252,-45.00102
37.2,9.596244,10.073076,-74.981832,48.57726,-8.582976,-21.576648,-44.881812
37.3,9.53664,10.192284,-74.743416,49.1733,-8.523372,-21.75546,-45.716268
37.4,9.23862,9.953868,-75.279852,49.47132,-9.23862,-21.517044,-46.669932
37.5,9.23862,9.655848,-75.10104,49.232904,-8.9406,-21.278628,-46.729536
37.6,9.23862,9.596244,-74.564604,48.994488,-8.225352,-21.45744,-45.835476
37.7,9.715452,9.477036,-74.683812,48.696468,-8.582976,-21.099816,-45.775872
37.8,9.655848,9.357828,-75.279852,47.98122,-8.34456,-21.099816,-45.89508
37.9,9.357828,9.715452,-74.922228,48.338844,-8.225352,-21.45744,-45.89508
38,9.53664,9.655848,-74.564604,48.57726,-8.225352,-21.219024,-45.656664
38.1,9.119412,9.179016,-74.564604,48.160032,-8.463768,-21.099816,-45.89508
38.2,9.000204,9.23862,-74.445396,47.742804,-8.9406,-20.980608,-45.775872
38.3,9.179016,9.596244,-74.266584,47.027556,-8.463768,-21.219024,-45.060624
38.4,9.357828,9.298224,-74.087772,47.325576,-7.986936,-21.278628,-44.583792
38.5,9.357828,8.880996,-74.385792,47.325576,-8.165748,-20.980608,-44.226168
38.6,9.298224,9.417432,-74.20698,47.265972,-8.225352,-20.980608,-45.00102
38.7,9.477036,9.357828,-73.849356,47.08716,-8.404164,-21.040212,-44.643396
38.8,8.9406,9.23862,-74.028168,47.027556,-8.34456,-21.040212,-44.583792
38.9,9.179016,9.179016,-74.266584,46.550724,-8.225352,-20.921004,-44.583792
39,9.000204,8.821392,-74.266584,46.78914,-8.404164,-20.801796,-44.881812
39.1,9.477036,9.179016,-74.266584,46.49112,-7.74852,-20.921004,-45.477852
39.2,10.073076,8.761788,-74.266584,46.669932,-8.165748,-20.682588,-45.537456
39.3,9.775056,8.64258,-74.087772,46.550724,-8.523372,-20.682588,-44.40498
39.4,9.477036,8.761788,-73.90896,46.073892,-8.165748,-20.742192,-44.345376
39.5,8.64258,8.404164,-73.90896,46.014288,-8.284956,-20.8614,-44.583792
39.6,9.000204,8.404164,-73.61094,46.431516,-8.34456,-20.384568,-45.179832
39.7,9.119412,8.821392,-73.432128,46.312308,-7.808124,-20.682588,-45.775872
39.8,9.179016,8.463768,-73.193712,45.29904,-7.74852,-20.682588,-45.060624
39.9,9.715452,8.284956,-72.71688,45.418248,-8.284956,-20.146152,-45.00102
40,9.655848,8.106144,-72.71688,45.537456,-8.463768,-20.146152,-44.643396
40.1,9.298224,8.284956,-73.074504,46.073892,-7.74852,-20.205756,-44.345376
40.2,9.715452,8.523372,-73.31292,46.669932,-7.74852,-20.086548,-44.524188
40.3,9.000204,8.463768,-72.657276,46.610328,-8.165748,-20.503776,-44.643396
40.4,8.880996,7.688916,-72.776484,46.550724,-8.404164,-20.921004,-44.643396
40.5,9.298224,7.390896,-73.372524,46.252704,-8.582976,-20.742192,-44.583792
40.6,9.894264,7.688916,-72.955296,45.120228,-8.34456,-20.384568,-44.40498
40.7,9.894264,7.390896,-72.657276,45.239436,-7.808124,-20.205756,-44.40498
40.8,9.53664,7.212084,-73.193712,45.060624,-7.808124,-20.026944,-44.524188
40.9,9.417432,7.4505,-72.597672,44.941416,-8.165748,-20.146152,-45.060624
41,9.477036,7.629312,-72.061236,45.00102,-7.4505,-20.205756,-44.583792
41.1,9.894264,7.4505,-72.240048,44.583792,-8.04654,-20.146152,-44.10696
41.2,9.953868,7.15248,-72.597672,43.868544,-8.225352,-20.324964,-44.464584
41.3,9.23862,7.033272,-72.657276,43.928148,-7.808124,-20.503776,-45.00102
41.4,9.417432,7.033272,-72.061236,44.643396,-7.808124,-20.503776,-44.941416
41.5,9.596244,7.15248,-72.240048,44.762604,-7.927332,-19.96734,-44.047356
41.6,9.000204,7.4505,-72.478464,44.10696,-7.569708,-20.146152,-43.928148
41.7,8.9406,7.331292,-72.061236,44.047356,-7.629312,-19.907736,-44.345376
41.8,9.53664,7.092876,-72.240048,43.630128,-7.569708,-19.907736,-45.00102
41.9,9.477036,6.973668,-71.882424,43.51092,-7.510104,-19.609716,-44.285772
42,8.821392,7.033272,-71.644008,43.51092,-7.986936,-19.728924,-43.928148
42.1,9.23862,7.15248,-71.584404,43.2129,-8.04654,-19.907736,-44.166564
42.2,9.596244,6.973668,-71.703612,43.093692,-7.390896,-19.728924,-44.345376
42.3,9.53664,6.914064,-71.882424,43.093692,-7.390896,-19.3713,-44.40498
42.4,9.298224,6.973668,-71.703612,43.093692,-7.808124,-19.550112,-44.226168
42.5,9.179016,6.496836,-71.763216,43.272504,-7.4505,-19.490508,-43.987752
42.6,9.775056,6.55644,-71.82282,43.272504,-7.390896,-19.311696,-44.583792
42.7,10.013472,6.794856,-71.405592,42.438048,-7.688916,-19.430904,-44.345376
42.8,9.059808,6.616044,-71.22678,42.438048,-7.867728,-19.728924,-44.40498
42.9,9.23862,6.616044,-71.405592,42.557256,-7.569708,-19.907736,-44.226168
43,9.417432,6.496836,-71.465196,42.199632,-7.688916,-19.609716,-43.689732
43.1,9.119412,6.496836,-71.107572,42.140028,-7.927332,-19.609716,-43.868544
43.2,9.715452,6.377628,-70.988364,42.080424,-7.74852,-19.192488,-43.928148
43.3,9.477036,6.25842,-71.465196,41.245968,-7.331292,-19.550112,-43.749336
43.4,9.23862,6.794856,-71.167176,41.484384,-7.331292,-19.3713,-43.630128
43.5,9.715452,6.377628,-70.511532,41.961216,-7.15248,-18.954072,-44.166564
43.6,9.477036,6.318024,-70.63074,41.603592,-7.331292,-18.834864,-44.166564
43.7,8.821392,5.841192,-70.809552,41.543988,-7.569708,-19.07328,-43.749336
43.8,9.059808,5.900796,-70.392324,41.186364,-7.331292,-19.07328,-43.272504
43.9,9.53664,5.9604,-70.511532,40.709532,-7.15248,-19.013676,-43.093692
44,9.357828,5.900796,-70.869156,41.007552,-7.4505,-18.77526,-43.2129
44.1,9.179016,6.020004,-70.33272,41.7228,-7.569708,-18.715656,-43.689732
44.2,9.775056,5.9604,-69.915492,42.140028,-6.794856,-18.954072,-43.2129
44.3,9.477036,5.483568,-70.153908,41.186364,-7.033272,-18.894468,-43.332108
44.4,9.298224,4.887528,-70.63074,40.769136,-7.569708,-18.417636,-44.10696
44.5,9.417432,5.245152,-70.511532,40.947948,-7.510104,-18.298428,-43.928148
44.6,9.059808,5.245152,-70.511532,40.82874,-7.271688,-18.417636,-43.51092
44.7,8.702184,5.185548,-70.571136,40.53072,-7.390896,-18.596448,-43.093692
44.8,9.53664,5.36436,-70.392324,40.173096,-7.271688,-18.298428,-42.855276
44.9,9.715452,5.304756,-69.557868,40.53072,-7.033272,-18.358032,-42.557256
45,10.013472,5.245152,-69.73668,39.696264,-6.914064,-19.013676,-42.676464
45.1,9.83466,5.125944,-69.557868,39.457848,-7.390896,-18.77526,-43.332108
45.2,9.357828,5.125944,-69.200244,39.815472,-7.569708,-18.417636,-43.093692
45.3,9.596244,5.245152,-69.319452,39.04062,-7.74852,-18.298428,-42.140028
45.4,9.655848,4.947132,-69.855888,38.623392,-7.629312,-18.358032,-42.31884
45.5,9.23862,5.006736,-69.498264,39.279036,-7.15248,-18.715656,-43.093692
45.6,9.23862,5.304756,-69.081036,38.921412,-6.973668,-18.715656,-42.795672
45.7,9.357828,5.423964,-69.14064,39.219432,-7.569708,-18.17922,-42.557256
45.8,9.477036,4.887528,-69.081036,39.33864,-6.973668,-18.060012,-42.557256
45.9,9.179016,4.827924,-69.379056,38.921412,-6.794856,-18.238824,-42.61686
46,8.523372,5.006736,-69.14064,38.265768,-6.675648,-18.298428,-42.557256
46.1,9.298224,4.947132,-69.021432,38.027352,-6.914064,-18.596448,-42.497652
46.2,9.417432,4.708716,-69.14064,38.981016,-7.331292,-18.715656,-42.91488
46.3,8.582976,4.291488,-69.14064,38.861808,-7.092876,-18.47724,-42.259236
46.4,8.9406,4.351092,-68.484996,38.027352,-6.973668,-18.298428,-42.31884
46.5,9.000204,4.231884,-68.723412,38.086956,-6.496836,-18.417636,-42.61686
46.6,8.761788,4.827924,-69.319452,38.325372,-6.675648,-18.119616,-42.31884
46.7,9.179016,4.529904,-69.14064,38.206164,-6.973668,-18.000408,-42.676464
46.8,9.417432,4.351092,-68.84262,38.14656,-6.973668,-18.358032,-42.795672
46.9,9.83466,4.4703,-68.902224,37.788936,-7.271688,-18.060012,-42.140028
47,9.53664,4.112676,-68.902224,37.788936,-6.914064,-17.821596,-42.080424
47.1,9.298224,3.635844,-68.186976,38.086956,-6.496836,-18.060012,-42.259236
47.2,9.477036,4.112676,-67.829352,37.610124,-6.616044,-17.761992,-41.484384
47.3,9.357828,4.291488,-68.067768,37.610124,-7.271688,-17.702388,-41.7228
47.4,9.119412,3.993468,-68.008164,37.133292,-7.212084,-18.000408,-42.02082
47.5,9.059808,3.933864,-68.306184,37.431312,-7.390896,-17.404368,-42.199632
47.6,9.000204,4.112676,-68.067768,37.312104,-7.390896,-17.463972,-42.140028
47.7,8.821392,4.231884,-68.127372,37.2525,-7.271688,-17.940804,-41.961216
47.8,8.880996,4.17228,-68.127372,37.133292,-7.092876,-17.642784,-41.901612
47.9,8.880996,3.87426,-67.888956,37.014084,-6.794856,-17.702388,-42.259236
48,9.53664,3.57624,-67.769748,36.65646,-6.914064,-17.761992,-42.02082
48.1,9.179016,3.57624,-68.127372,36.596856,-7.15248,-17.225556,-42.02082
48.2,9.119412,3.516636,-67.65054,36.894876,-6.735252,-17.404368,-42.259236
48.3,9.23862,3.57624,-67.65054,35.7624,-6.735252,-17.702388,-41.842008
48.4,9.23862,3.695448,-67.65054,35.643192,-6.55644,-17.761992,-41.782404
48.5,9.23862,3.57624,-67.471728,36.179628,-7.390896,-17.642784,-41.961216
48.6,9.417432,3.755052,-67.412124,36.35844,-7.688916,-17.106348,-42.140028
48.7,9.417432,3.516636,-67.292916,36.239232,-7.092876,-17.046744,-42.497652
