Time,Score0,Score1,Score2,Score3
,1.847724,-0.0014901,0.016927536,-0.003993468
,2.145744,-0.002443764,0.018119616,-0.004291488
,-0.953664,-0.000357624,0.015437436,-0.00059604
,-0.774852,-0.004112676,0.013470504,-0.002860992
,2.562972,-0.005781588,0.017046744,-0.007629312
,3.337824,-0.002562972,0.0208614,-0.004589508
,1.609308,0.001847724,0.020980608,-0.005841192
,2.264952,-0.003695448,0.023364768,-0.007808124
,3.039804,-0.001549704,0.022828332,-0.003039804
,2.443764,-0.003159012,0.018238824,0.003039804
,2.562972,-0.00536436,0.019192488,-0.00208614
,0.953664,-0.002920596,0.022172688,-0.002801388
,-0.238416,-0.003337824,0.019430904,-0.002741784
,-0.715248,-0.007033272,0.018834864,-0.00864258
,2.205348,-0.001847724,0.014662584,-0.002860992
,0.715248,0.00327822,0.016867932,0.003397428
,2.264952,-0.003516636,0.017821596,-0.001549704
,3.159012,-0.007927332,0.019311696,-0.003039804
,4.4703,-0.006675648,0.0208614,-0.003755052
,0.834456,0.000178812,0.01907328,-0.001847724
,2.860992,0.000953664,0.019490508,0.001728516
,3.755052,0.003218616,0.020384568,-0.00208614
,1.728516,0.005781588,0.017106348,-0.001907328
,-0.059604,0.003695448,0.018894468,-0.002026536
,3.87426,0.002503368,0.021040212,-0.004053072
,3.457032,-0.000834456,0.017463972,-0.00476832
,1.311288,-0.0014901,0.021040212,-0.00566238
,0.834456,-0.0014901,0.020921004,-0.00417228
,0.834456,-0.001251684,0.022470708,-0.003159012
,-0.536436,0.001013268,0.022530312,-0.006377628
,-0.178812,-0.000119208,0.02264952,-0.00864258
,0.417228,-0.003099408,0.024378036,0.002562972
,-0.834456,-0.000238416,0.024318432,0.003218616
,1.013268,0.001847724,0.018358032,-0.003695448
,2.741784,-0.001013268,0.014662584,-0.006973668
,0.953664,0.001132476,0.016510308,-0.007033272
,-2.324556,0.002026536,0.017463972,-0.007927332
,-1.072872,0.002443764,0.014781792,-0.002622576
,-0.059604,0.00327822,0.017046744,-0.008165748
,0.774852,0.001132476,0.019013676,-0.0074505
,0.536436,0.001609308,0.021815064,-0.000059604
,0.536436,-0.002920596,0.019311696,-0.004112676
,4.4703,-0.002026536,0.018417636,-0.005304756
,3.337824,-0.00059604,0.020444172,-0.00536436
,-0.774852,-0.001847724,0.017523576,-0.009000204
,-1.19208,-0.007510104,0.01460298,-0.006914064
,1.728516,-0.001430496,0.015139416,-0.000178812
,0.119208,0.004827924,0.017702388,-0.004053072
,-1.430496,0.001132476,0.017225556,-0.011086344
,4.17228,0.001907328,0.019609716,-0.009953868
,5.900796,0.000953664,0.02145744,-0.006377628
,6.25842,0.001311288,0.020205756,-0.0029802
,1.072872,0.001132476,0.018358032,-0.002443764
,2.026536,-0.002205348,0.01966932,-0.003814656
,2.026536,-0.0014901,0.021099816,-0.003397428
,0.119208,-0.000655644,0.01698714,-0.004947132
